id,publisher_key,name_latex,name_unicode,default_address
1548,richard-clay-ltd,"Richard Clay, Ltd.","Richard Clay, Ltd.",
1549,richard-d-irwin,Richard D.~Irwin,Richard D. Irwin,
1550,richard-schoetz,Richard Schoetz,Richard Schoetz,
1551,ridgeview-publishing-co,Ridgeview Publishing Co.,Ridgeview Publishing Co.,
1552,rijksuniversiteit-groningen,Rijksuniversiteit Groningen,Rijksuniversiteit Groningen,
1553,rinton-press,Rinton Press,Rinton Press,
1554,rishi-publications,Rishi Publications,Rishi Publications,
1555,risk-management-and-decision-processes-center-the-wharton-school-university-of-pennsylvania,"Risk Management {and} Decision Processes Center, The Wharton School, University of Pennsylvania","Risk Management and Decision Processes Center, The Wharton School, University of Pennsylvania",
1556,rivages,Rivages,Rivages,
1557,robert-andrew-foulis,Robert \& Andrew Foulis,Robert & Andrew Foulis,
1558,robert-binder,Robert Binder,Robert Binder,
1559,robert-e-krieger-publishing-co,Robert E.~Krieger Publishing Co.,Robert E. Krieger Publishing Co.,
1560,robert-laffont,Robert Laffont,Robert Laffont,
1561,roberts-and-company,Roberts {and} Company,Roberts and Company,
1562,rocher,Rocher,Rocher,
1563,rodopi,Rodopi,Rodopi,
1564,roger,Roger,Roger,
1565,roland-ansanger,Roland Ansanger,Roland Ansanger,
1566,rombach,Rombach,Rombach,
1567,ronald-press-co,Ronald Press Co.,Ronald Press Co.,
1568,rosenberg-sellier,Rosenberg \& Sellier,Rosenberg & Sellier,
1569,routledge,Routledge,Routledge,
1570,routledge-kegan-paul,Routledge \& Kegan Paul,Routledge & Kegan Paul,
1571,routledge-sons,Routledge \& Sons,Routledge & Sons,
1572,routledge-chapman-hall,Routledge Chapman \& Hall,Routledge Chapman & Hall,
1573,rowman-allanheld,Rowman \& Allanheld,Rowman & Allanheld,
1574,rowman-littlefield,Rowman \& Littlefield,Rowman & Littlefield,
1575,rowohlt-verlag,Rowohlt Verlag,Rowohlt Verlag,
1576,rsss-australasian-national-university,RSSS Australasian National University,RSSS Australasian National University,
1577,ruddimans,Ruddimans,Ruddimans,
1578,rue-d-ulm,Rue d'Ulm,Rue d'Ulm,
1579,rusconi,Rusconi,Rusconi,
1580,russell-russell,Russell \& Russell,Russell & Russell,
1581,russell-sage-foundation,Russell Sage Foundation,Russell Sage Foundation,
1582,rutgers-university-press,Rutgers University Press,Rutgers University Press,
1583,s-hirzel-verlag,S.~Hirzel Verlag,S. Hirzel Verlag,
1584,s-karger,S.~Karger,S. Karger,
1585,scm-press,S.C.M.~Press,S.C.M. Press,
1586,seguier,S{\'e}guier,Séguier,
1587,seminaire-d-epistemologie-et-d-histoire-des-sciences,S{\'e}minaire d'{\'E}pist{\'e}mologie et d'Histoire des Sciences,Séminaire d'Épistémologie et d'Histoire des Sciences,
1588,seminaire-de-philosophie-du-langage-197980,S{\'e}minaire de philosophie du langage 1979-80,Séminaire de philosophie du langage 1979-80,
1589,safed,Safed,Safed,
1590,sage-publications,Sage Publications,Sage Publications,
1591,saint-augustin,Saint Augustin,Saint Augustin,
1592,sakkoulas-publications,Sakkoulas Publications,Sakkoulas Publications,
1593,salem-press,Salem Press,Salem Press,
1594,sam-smith,Sam.~Smith,Sam. Smith,
1595,samuel-etheridge-junior,Samuel Etheridge Junior,Samuel Etheridge Junior,
1596,samuel-faulche,Samuel Faulche,Samuel Faulche,
1597,samuel-gellibrund-john-martyn,Samuel Gellibrund \& John Martyn,Samuel Gellibrund & John Martyn,
1598,samuel-stevens-hakkert,Samuel Stevens Hakkert,Samuel Stevens Hakkert,
1599,san-francisco-press,San Francisco Press,San Francisco Press,
1600,sapientia-press-of-ave-maria-university,Sapientia Press of Ave Maria University,Sapientia Press of Ave Maria University,
1601,scarecrow-press,Scarecrow Press,Scarecrow Press,
1602,scherrer-offsetdruck-ag,Scherrer Offsetdruck AG,Scherrer Offsetdruck AG,
1603,schewtschenko-ges-der-wis,"Schewtschenko, Ges.~der Wis.","Schewtschenko, Ges. der Wis.",
1604,schocken-books,Schocken Books,Schocken Books,
1605,school-of-computer-studies-university-of-leeds,"School of Computer Studies, University of Leeds","School of Computer Studies, University of Leeds",
1606,school-of-oriental-and-african-studies-university-of-london,"School of Oriental {and} African Studies, University of London","School of Oriental and African Studies, University of London",
1607,school-of-social-sciences-university-of-california,"School of Social Sciences, University of California","School of Social Sciences, University of California",
1608,schriften-zur-wissenschaftlichen-weltauffassung,Schriften zur wissenschaftlichen Weltauffassung,Schriften zur wissenschaftlichen Weltauffassung,
1609,schulthess-polygraphischer-verlag,Schulthess Polygraphischer Verlag,Schulthess Polygraphischer Verlag,
1610,schuster-schuster,Schuster \& Schuster,Schuster & Schuster,
1611,schwabe-verlag,Schwabe Verlag,Schwabe Verlag,
1612,science-press,Science Press,Science Press,
1613,scientific-american-library,Scientific American Library,Scientific American Library,
1614,scientific-press,Scientific Press,Scientific Press,
1615,scientifiques-de-pologne,Scientifiques de Pologne,Scientifiques de Pologne,
1616,sclf,SCLF,SCLF,
1617,scolar-press,Scolar Press,Scolar Press,
1618,scott-foresman-and-company,"Scott, Foresman {and} Company","Scott, Foresman and Company",
1619,scottish-academic-press,Scottish Academic Press,Scottish Academic Press,
1620,scriptor-verlag,Scriptor Verlag,Scriptor Verlag,
1621,scuola-normale-superiore,Scuola Normale Superiore,Scuola Normale Superiore,
1622,seabury-press,Seabury Press,Seabury Press,
1623,secker-and-warburg,Secker {and} Warburg,Secker and Warburg,
1624,secolo-verlag,Secolo Verlag,Secolo Verlag,
1625,secretariat-d-etat-a-leducation-et-a-la-recherche-ser,Secr{\'e}tariat d'Etat {\`a} l'{\'e}ducation et {\`a} la recherche SER,Secrétariat d'Etat à l'éducation et à la recherche SER,
1626,seghers,Seghers,Seghers,
1627,segretaria-di-stato-per-leducazione-e-la-ricerca-ser,Segretaria di Stato per l'educazione e la ricerca SER,Segretaria di Stato per l'educazione e la ricerca SER,
1628,seidel,Seidel,Seidel,
1629,semenko-foundation,Semenko Foundation,Semenko Foundation,
1630,seminar-fur-naturlichsprachliche-systems,"Seminar f{\""u}r nat{\""u}rlich-sprachliche Systems",Seminar für natürlich-sprachliche Systems,
1631,semper,Semper,Semper,
1632,sens-et-tonka,Sens et tonka,Sens et tonka,
1633,service-des-publications,Service des Publications,Service des Publications,
1634,servicio-de-publicaciones-dl,"Servicio de Publicaciones, D.L.","Servicio de Publicaciones, D.L.",
1635,seven-bridges-press,Seven Bridges Press,Seven Bridges Press,
1636,seyssel,Seyssel,Seyssel,
1637,shaker,Shaker,Shaker,
1638,shambhala,Shambhala,Shambhala,
1639,sheed-ward,Sheed {and} Ward,Sheed and Ward,
1641,sheffield-university-press,Sheffield University Press,Sheffield University Press,
1642,sic-sat,Sic Sat,Sic Sat,
1643,sidgwick-and-jackson,Sidgwick {and} Jackson,Sidgwick and Jackson,
1644,siglo-xxi-editores,Siglo XXI editores,Siglo XXI editores,
1645,sigma,Sigma,Sigma,
1646,signal-books,Signal Books,Signal Books,
1647,sijthoff,Sijthoff,Sijthoff,
1649,sils-maria,Sils Maria,Sils Maria,
1650,simon-schuster,Simon \& Schuster,Simon & Schuster,
1651,simon-publications,Simon Publications,Simon Publications,
1652,sinthesis,Sinthesis,Sinthesis,
1653,sir-isaac-pitman-sons,Sir Isaac Pitman \& Sons,Sir Isaac Pitman & Sons,
1654,siress,Siress,Siress,
1655,sismel-edizione-del-galluzzo,Sismel Edizione del Galluzzo,Sismel Edizione del Galluzzo,
1656,slatkine,Slatkine,Slatkine,
1657,smithsonian-institution-press,Smithsonian Institution Press,Smithsonian Institution Press,
1658,societe-dethnologie,Soci{\'e}t{\'e} d'ethnologie,Société d'ethnologie,
1659,societas-philosophica-et-phaenomenologica-finlandiae,Societas Philosophica et Phaenomenologica Finlandiae,Societas Philosophica et Phaenomenologica Finlandiae,
1660,societas-philosophica-fennica-akateeminen-kirjakauppa,"Societas Philosophica Fennica, Akateeminen Kirjakauppa","Societas Philosophica Fennica, Akateeminen Kirjakauppa",
1661,societas-scientiarum-fennicae,Societas Scientiarum Fennicae,Societas Scientiarum Fennicae,
1662,society-of-biblical-literature,Society of Biblical Literature,Society of Biblical Literature,
1663,socrate-editions,Socrate {\'e}ditions,Socrate éditions,
1664,sofia-press,Sofia Press,Sofia Press,
1665,somerset-house,Somerset House,Somerset House,
1666,south-end-press,South End Press,South End Press,
1667,southern-illinois-university-press,Southern Illinois University Press,Southern Illinois University Press,
1668,soveria-mannelli,Soveria Mannelli,Soveria Mannelli,
1669,spck,SPCK,SPCK,
1670,speedside-publishing,Speedside Publishing,Speedside Publishing,
1671,spektrum,Spektrum,Spektrum,
1672,spemann,Spemann,Spemann,
1673,spirali,Spirali,Spirali,
1674,springer,Springer,Springer,
1675,springer-fachmedien,Springer Fachmedien,Springer Fachmedien,
1676,springer-nature,Springer Nature,Springer Nature,
1677,springer-verlag,Springer Verlag,Springer Verlag,
1678,spur-verlag,Spur Verlag,Spur Verlag,
1679,st-anthony-guild-press,St.~Anthony Guild Press,St. Anthony Guild Press,
1680,st-augustines-press,St.~Augustine's Press,St. Augustine's Press,
1681,st-johns-university-press,St.~John's University Press,St. John's University Press,
1682,st-martins-press,St.~Martin's Press,St. Martin's Press,
1683,st-paulus,St.~Paulus,St. Paulus,
1684,stampfli-cie,"St{\""a}mpfli \& Cie.",Stämpfli & Cie.,
1685,stuber,"St{\""u}ber",Stüber,
1686,stadtbibliothek-ulm,Stadtbibliothek Ulm,Stadtbibliothek Ulm,
1687,stanford-cognitive-science-group,Stanford Cognitive Science Group,Stanford Cognitive Science Group,
1688,stanford-linguistics-association,Stanford Linguistics Association,Stanford Linguistics Association,
1689,stanford-university-press,Stanford University Press,Stanford University Press,
1690,stanic-scientific-publishers,Stanic Scientific Publishers,Stanic Scientific Publishers,
1691,state-university-of-new-york-press,State University of New York Press,State University of New York Press,
1692,stauffenburg,Stauffenburg,Stauffenburg,
1693,stevens-sons,Stevens \& Sons,Stevens & Sons,
1694,stiepel,Stiepel,Stiepel,
1695,stiftelsen-vid-bo-akademi-forskningsinstitut,Stiftelsen vid {\A}bo akademi forskningsinstitut,Stiftelsen vid bo akademi forskningsinstitut,
1696,stilgraf-editrice,Stilgraf Editrice,Stilgraf Editrice,
1697,stock,Stock,Stock,
1698,stockholm-university-press,Stockholm University Press,Stockholm University Press,
1699,studienverlag,Studienverlag,Studienverlag,
1700,studium,Studium,Studium,
1701,studyrama,Studyrama,Studyrama,
1702,suhrkamp-verlag,Suhrkamp Verlag,Suhrkamp Verlag,
1703,summer-institute-of-linguistics,Summer Institute of Linguistics,Summer Institute of Linguistics,
1704,sur,Sur,Sur,
1705,svenska-tryckeriaktiebolaget,Svenska Tryckeriaktiebolaget,Svenska Tryckeriaktiebolaget,
1706,swan-sonnenschein-co,Swan Sonnenschein \& Co.,Swan Sonnenschein & Co.,
1707,swets-and-zeifinger,Swets {and} Zeifinger,Swets and Zeifinger,
1708,sybex-inc,"Sybex, Inc.","Sybex, Inc.",
1709,sydney-university-extension-board,Sydney University Extension Board,Sydney University Extension Board,
1710,syllepse,Syllepse,Syllepse,
1711,synchron-wissenschaftsverlag-der-autoren,"Synchron, Wissenschaftsverlag der Autoren","Synchron, Wissenschaftsverlag der Autoren",
1712,syros-alternatives,Syros-Alternatives,Syros-Alternatives,
1713,szeged,Szeged,Szeged,
1714,t-t-clark-international,T \& T Clark International,T & T Clark International,
1715,t-cadell,T.~Cadell,T. Cadell,
1716,t-longman,T.~Longman,T. Longman,
1717,tr-marvin-and-son,T.R.~Marvin {and} Son,T.R. Marvin and Son,
1718,tequi,T{\'e}qui,Téqui,
1719,table-ronde,Table ronde,Table ronde,
1720,tallandier,Tallandier,Tallandier,
1721,tampere-university-press,Tampere University Press,Tampere University Press,
1722,taurus,Taurus,Taurus,
1723,taylor-francis,Taylor \& Francis,Taylor & Francis,
1724,taylor-walton-and-maberly,"Taylor, Walton {and} Maberly","Taylor, Walton and Maberly",
1725,tecnos,Tecnos,Tecnos,
1726,tectum-verlag,Tectum Verlag,Tectum Verlag,
1727,temple-university-press,Temple University Press,Temple University Press,
1728,temps-des-cerises,Temps des cerises,Temps des cerises,
1729,texas-am-university-press,Texas A\&M University Press,Texas A&M University Press,
1730,texas-christian-university-press,Texas Christian University Press,Texas Christian University Press,
1731,textuel,Textuel,Textuel,
1732,th-kirsch,Th.~Kirsch,Th. Kirsch,
1733,theetete,Th{\'e}{\'e}t{\`e}te,Théétète,
1734,thames-hudson,Thames \& Hudson,Thames & Hudson,
1735,the-aaai-press,The {AAAI} Press,The AAAI Press,
1736,the-mit-press,The {MIT} Press,The MIT Press,
1737,the-appleton-century-company,The Appleton-Century Company,The Appleton-Century Company,
1738,the-athlone-press,The Athlone Press,The Athlone Press,
1739,the-austrian-ludwig-wittgenstein-society,The Austrian Ludwig Wittgenstein Society,The Austrian Ludwig Wittgenstein Society,
1740,the-bodley-head,The Bodley Head,The Bodley Head,
1741,the-catholic-university-of-america-press,The Catholic University of America Press,The Catholic University of America Press,
1742,the-crossing-press,The Crossing Press,The Crossing Press,
1743,the-davies-group-publishers,"The Davies Group, Publishers","The Davies Group, Publishers",
1744,the-falcons-wing-press,The Falcon's Wing Press,The Falcon's Wing Press,
1745,the-feminist-press-of-the-city-university-of-new-york,The Feminist Press of the City University of New York,The Feminist Press of the City University of New York,
1746,the-franciscan-institute,The Franciscan Institute,The Franciscan Institute,
1747,the-free-press,The Free Press,The Free Press,
1748,the-hambledon-press,The Hambledon Press,The Hambledon Press,
1749,the-howard-severance-company,The Howard-Severance Company,The Howard-Severance Company,
1750,the-ludwig-von-mises-institute,The Ludwig von Mises Institute,The Ludwig von Mises Institute,
1751,the-lutterworth-press,The Lutterworth Press,The Lutterworth Press,
1752,the-magnes-press,The Magnes Press,The Magnes Press,
1753,the-royal-danish-academy-of-sciences-and-letters,The Royal Danish Academy of Sciences {and} Letters,The Royal Danish Academy of Sciences and Letters,
1754,the-warburg-institute,The Warburg Institute,The Warburg Institute,
1755,the-wellcome-institute-for-the-history-of-medicine,The Wellcome Institute for the History of Medicine,The Wellcome Institute for the History of Medicine,
1756,the-white-horse-press,The White Horse Press,The White Horse Press,
1757,thelem,Thelem,Thelem,
1758,thesis-publishers,Thesis Publishers,Thesis Publishers,
1759,thoemmes-press,Thoemmes Press,Thoemmes Press,
1760,thomas-a-crowell-co,Thomas A.~Crowell Co.,Thomas A. Crowell Co.,
1761,thomas-bird-mosher,Thomas Bird Mosher,Thomas Bird Mosher,
1762,thomas-nelson-and-sons-ltd,Thomas Nelson {and} Sons Ltd.,Thomas Nelson and Sons Ltd.,
1763,thomson-computer-press,Thomson Computer Press,Thomson Computer Press,
1764,thomson-gale,Thomson Gale,Thomson Gale,
1765,thomson-learning,Thomson Learning,Thomson Learning,
1766,thomson-nelson,Thomson Nelson,Thomson Nelson,
1767,thornton-butterworth-ltd,Thornton Butterworth Ltd.,Thornton Butterworth Ltd.,
1768,tidens-forlag,"Tidens F{\""o}rlag",Tidens Förlag,
1769,tilburg-university-press,Tilburg University Press,Tilburg University Press,
1770,timee-editions,Tim{\'e}e-Editions,Timée-Editions,
1771,times-books,Times Books,Times Books,
1772,tioga-publishing-co,Tioga Publishing Co.,Tioga Publishing Co.,
1773,tnt,TNT,TNT,
1774,torun-scientific-society,Tor{\'u}n Scientific Society,Torún Scientific Society,
1775,touchstone,Touchstone,Touchstone,
1776,trans-europ-repress,Trans-Europ-Repress,Trans-Europ-Repress,
1777,transaction-publishers,Transaction Publishers,Transaction Publishers,
1778,transcript-verlag,Transcript Verlag,Transcript Verlag,
1779,tribord,Tribord,Tribord,
1780,tricorne,Tricorne,Tricorne,
1781,trinity-press-international,Trinity Press International,Trinity Press International,
1782,tristram,Tristram,Tristram,
1783,tufts-center-for-animals-and-public-policy,Tufts Center for Animals {and} Public Policy,Tufts Center for Animals and Public Policy,
1784,twayne-publishers,Twayne Publishers,Twayne Publishers,
1785,ucla-linguistics-department,UCLA Linguistics Department,UCLA Linguistics Department,
1786,ugo-mursina-editora-spa,Ugo Mursina Editora s.p.a.,Ugo Mursina Editora s.p.a.,
1787,ullstein,Ullstein,Ullstein,
1788,unesco,Unesco,Unesco,
1789,union-deutsche-verlagsgesellschaft,Union Deutsche Verlagsgesellschaft,Union Deutsche Verlagsgesellschaft,
1790,union-generale-deditions,Union G{\'e}n{\'e}rale d'{\'e}ditions,Union Générale d'éditions,
1791,unipub-forlag,Unipub forlag,Unipub forlag,
1792,universidad-de-alicante,Universidad de Alicante,Universidad de Alicante,
1793,universidad-de-huelva,Universidad de Huelva,Universidad de Huelva,
1794,universidad-de-santiago-de-compostela,Universidad de Santiago de Compostela,Universidad de Santiago de Compostela,
1795,universidad-del-pai-vasco-servicio-editorial,"Universidad del Pa{\'{\i}} Vasco, servicio editorial","Universidad del Paí Vasco, servicio editorial",
1796,universite-de-caen,Universit{\'e} de Caen,Université de Caen,
1797,universite-de-grenoble,Universit{\'e} de Grenoble,Université de Grenoble,
1798,universite-de-luxembourg,Universit{\'e} de Luxembourg,Université de Luxembourg,
1799,universite-de-nantes,Universit{\'e} de Nantes,Université de Nantes,
1800,universite-de-tunis,Universit{\'e} de Tunis,Université de Tunis,
1801,universite-du-maine,Universit{\'e} du Maine,Université du Maine,
1802,universitat-des-saarlandes,"Universit{\""a}t des Saarlandes",Universität des Saarlandes,
1803,universitat-hamburg,"Universit{\""a}t Hamburg",Universität Hamburg,
1804,universitat-stuttgart,"Universit{\""a}t Stuttgart",Universität Stuttgart,
1805,universitats-verlag-wagner,"Universit{\""a}ts-Verlag Wagner",Universitäts-Verlag Wagner,
1806,universitatsverlag,"Universit{\""a}tsverlag",Universitätsverlag,
1807,universitat-autonoma-de-barcelona,Universitat Aut{\`o}noma de Barcelona,Universitat Autònoma de Barcelona,
1808,universiteit-twente,Universiteit Twente,Universiteit Twente,
1809,universitetsforlaget,Universitetsforlaget,Universitetsforlaget,
1810,university-college-press,University College Press,University College Press,
1811,university-of-alabama-press,University of Alabama Press,University of Alabama Press,
1812,university-of-arizona-press,University of Arizona Press,University of Arizona Press,
1813,university-of-bristol,University of Bristol,University of Bristol,
1814,university-of-british-columbia-press,University of British Columbia Press,University of British Columbia Press,
1815,university-of-calgary-press,University of Calgary Press,University of Calgary Press,
1816,university-of-california-at-santa-cruz,University of California at Santa Cruz,University of California at Santa Cruz,
1817,university-of-california-press,University of California Press,University of California Press,
1818,university-of-california-center-for-the-study-of-writing,"University of California, Center for the Study of Writing","University of California, Center for the Study of Writing",
1819,university-of-cambridge-computer-laboratory,"University of Cambridge, Computer Laboratory","University of Cambridge, Computer Laboratory",
1820,university-of-chicago-press,University of Chicago Press,University of Chicago Press,
1821,university-of-colorado,University of Colorado,University of Colorado,
1822,university-of-exeter-press,University of Exeter Press,University of Exeter Press,
1823,university-of-florida-press,University of Florida Press,University of Florida Press,
1824,university-of-georgia-press,University of Georgia Press,University of Georgia Press,
1825,university-of-hawaii-press,University of Hawaii Press,University of Hawaii Press,
1826,university-of-iceland-press,University of Iceland Press,University of Iceland Press,
1827,university-of-illinois-at-urbana-champaigne,University of Illinois at Urbana-Champaigne,University of Illinois at Urbana-Champaigne,
1828,university-of-illinois-press,University of Illinois Press,University of Illinois Press,
1829,university-of-iowa-press,University of Iowa Press,University of Iowa Press,
1830,university-of-kansas-press,University of Kansas Press,University of Kansas Press,
1831,university-of-london-imperial-college-of-science-and-technology-dept-of-computing,"University of London, Imperial College of Science {and} Technology, Dept.~of Computing","University of London, Imperial College of Science and Technology, Dept. of Computing",
1832,university-of-massachusetts-graduate-student-association-of-the-new-england-linguistic-society,University of Massachusetts Graduate Student Association of the New England Linguistic Society,University of Massachusetts Graduate Student Association of the New England Linguistic Society,
1833,university-of-massachusetts-press,University of Massachusetts Press,University of Massachusetts Press,
1834,university-of-massachusetts-department-of-linguistics,"University of Massachusetts, Department of Linguistics","University of Massachusetts, Department of Linguistics",
1835,university-of-michigan-press,University of Michigan Press,University of Michigan Press,
1836,university-of-minnesota-press,University of Minnesota Press,University of Minnesota Press,
1837,university-of-missouri-press,University of Missouri Press,University of Missouri Press,
1838,university-of-montreal-press,University of Montr{\'e}al Press,University of Montréal Press,
1839,university-of-nebraska-press,University of Nebraska Press,University of Nebraska Press,
1840,university-of-new-england-press,University of New England Press,University of New England Press,
1841,university-of-new-mexico-press,University of New Mexico Press,University of New Mexico Press,
1842,university-of-north-carolina-press,University of North Carolina Press,University of North Carolina Press,
1843,university-of-notre-dame-press,University of Notre Dame Press,University of Notre Dame Press,
1844,university-of-oklahoma-press,University of Oklahoma Press,University of Oklahoma Press,
1845,university-of-oregon-press,University of Oregon Press,University of Oregon Press,
1846,university-of-otago-press,University of Otago Press,University of Otago Press,
1847,university-of-ottawa-press,University of Ottawa Press,University of Ottawa Press,
1848,university-of-pennsylvania-press,University of Pennsylvania Press,University of Pennsylvania Press,
1849,university-of-pennsylvania-school-of-engineering-and-applied-science-dept-of-computer,"University of Pennsylvania, School of Engineering {and} Applied Science, Dept.~of Computer","University of Pennsylvania, School of Engineering and Applied Science, Dept. of Computer",
1850,university-of-pennsylvania-school-of-engineering-and-applied-science-dept-of-computer-and-information-science,"University of Pennsylvania, School of Engineering {and} Applied Science, Dept.~of Computer and Information Science","University of Pennsylvania, School of Engineering and Applied Science, Dept. of Computer and Information Science",
1851,university-of-pittsburgh-press,University of Pittsburgh Press,University of Pittsburgh Press,
1852,university-of-queensland-press,University of Queensland Press,University of Queensland Press,
1853,university-of-rochester-press,University of Rochester Press,University of Rochester Press,
1854,university-of-tennessee-at-martin,University of Tennessee at Martin,University of Tennessee at Martin,
1855,university-of-texas-press,University of Texas Press,University of Texas Press,
1856,university-of-toronto-press,University of Toronto Press,University of Toronto Press,
1857,university-of-turku,University of Turku,University of Turku,
1858,university-of-uppsala-press,University of Uppsala Press,University of Uppsala Press,
1859,university-of-utah-press,University of Utah Press,University of Utah Press,
1860,university-of-virginia-press,University of Virginia Press,University of Virginia Press,
1861,university-of-wales-press,University of Wales Press,University of Wales Press,
1862,university-of-washington-press,University of Washington Press,University of Washington Press,
1863,university-of-waterloo-centre-for-the-new-oxford-dictionary,University of Waterloo Centre for the New Oxford Dictionary,University of Waterloo Centre for the New Oxford Dictionary,
1864,university-of-wisconsin-press,University of Wisconsin Press,University of Wisconsin Press,
1865,university-press-of-america,University Press of America,University Press of America,
1866,university-press-of-southern-denmark,University Press of Southern Denmark,University Press of Southern Denmark,
1867,uniwersytet-warszawski,Uniwersytet Warszawski,Uniwersytet Warszawski,
1868,unwin,Unwin,Unwin,
1869,unwin-hyman,Unwin Hyman,Unwin Hyman,
1870,unwin-paperbacks,Unwin Paperbacks,Unwin Paperbacks,
1871,uppsala-universitet,Uppsala Universitet,Uppsala Universitet,
1872,urban-schwarzenberg,Urban \& Schwarzenberg,Urban & Schwarzenberg,
1873,utb,UTB,UTB,
1874,utgiveren,Utgiveren,Utgiveren,
1875,vh-winston,V.H.~Winston,V.H. Winston,
1876,vale-press,Vale Press,Vale Press,
1877,van-nostrand,Van Nostrand,Van Nostrand,
1878,van-nostrand-reinhold,Van Nostrand Reinhold,Van Nostrand Reinhold,
1879,van-stockum,van Stockum,van Stockum,
1880,vandenhoeck-ruprecht,Vandenhoeck \& Ruprecht,Vandenhoeck & Ruprecht,
1882,vanderbilt-university-press,Vanderbilt University Press,Vanderbilt University Press,
1883,variorum,Variorum,Variorum,
1884,variorum-reprints,Variorum Reprints,Variorum Reprints,
1885,vatican-observatory,Vatican Observatory,Vatican Observatory,
1886,vdf-hochschulverlag,vdf Hochschulverlag,vdf Hochschulverlag,
1887,vdm-verlag-dr-muller,"VDM Verlag Dr.~M{\""u}ller",VDM Verlag Dr. Müller,
1888,veit,Veit,Veit,
1889,velbruck,"Velbr{\""u}ck",Velbrück,
1890,vent-terral,Vent terral,Vent terral,
1891,verdier,Verdier,Verdier,
1892,veritas,Veritas,Veritas,
1893,verlag-a-neuenhahn,Verlag A.~Neuenhahn,Verlag A. Neuenhahn,
1894,verlag-anton-hain,Verlag Anton Hain,Verlag Anton Hain,
1895,verlag-arno-spitz,Verlag Arno Spitz,Verlag Arno Spitz,
1896,verlag-bruno-cassirer,Verlag Bruno Cassirer,Verlag Bruno Cassirer,
1897,verlag-durr,"Verlag D{\""u}rr",Verlag Dürr,
1898,verlag-der-genossenschafts-buchdruckerei,Verlag der Genossenschafts-Buchdruckerei,Verlag der Genossenschafts-Buchdruckerei,
1899,verlag-der-hartungschen-buchhandlung,Verlag der Hartungschen Buchhandlung,Verlag der Hartungschen Buchhandlung,
1900,verlag-der-wagnerschen-universitats-buchhandlung,"Verlag der Wagner'schen Universit{\""a}ts-Buchhandlung",Verlag der Wagner'schen Universitäts-Buchhandlung,
1901,verlag-der-weissen-bucher,"Verlag der weissen B{\""u}cher",Verlag der weissen Bücher,
1902,verlag-dokumentation,Verlag Dokumentation,Verlag Dokumentation,
1903,verlag-edition-signathur,Verlag Edition Signathur,Verlag Edition Signathur,
1904,verlag-fur-recht-und-gesellschaft,"Verlag f{\""u}r Recht und Gesellschaft",Verlag für Recht und Gesellschaft,
1905,verlag-friedrich-cohen,Verlag Friedrich Cohen,Verlag Friedrich Cohen,
1906,verlag-gunther-neske,"Verlag G{\""u}nther Neske",Verlag Günther Neske,
1907,verlag-hans-scheur,Verlag Hans Scheur,Verlag Hans Scheur,
1908,verlag-helmut-kupper,Verlag Helmut Kupper,Verlag Helmut Kupper,
1909,verlag-kunsthalle,Verlag Kunsthalle,Verlag Kunsthalle,
1910,verlag-lambert-schneider,Verlag Lambert Schneider,Verlag Lambert Schneider,
1911,verlag-neue-zurcher-zeitung,"Verlag Neue Z{\""u}rcher Zeitung",Verlag Neue Zürcher Zeitung,
1912,verlag-valentin-koerner,Verlag Valentin Koerner,Verlag Valentin Koerner,
1913,verlag-von-cg-naumann,Verlag von C.G.~Naumann,Verlag von C.G. Naumann,
1914,verlag-von-franz-kirchheim,Verlag von Franz Kirchheim,Verlag von Franz Kirchheim,
1915,verlag-von-leopold-voss,Verlag von Leopold Voss,Verlag von Leopold Voss,
1916,verlag-von-otto-meissner,Verlag von Otto Meissner,Verlag von Otto Meissner,
1917,verlag-von-reuther-reichard,Verlag von Reuther \& Reichard,Verlag von Reuther & Reichard,
1918,verlag-von-ulr-mosers-buchhandlung,Verlag von Ulr.~Mosers Buchhandlung,Verlag von Ulr. Mosers Buchhandlung,
1919,verlagshaus-mohn,Verlagshaus Mohn,Verlagshaus Mohn,
1920,verso-books,Verso Books,Verso Books,
1921,verticales,Verticales,Verticales,
1922,vestigia,Vestigia,Vestigia,
1923,victor-gollancz,Victor Gollancz,Victor Gollancz,
1924,vieweg,Vieweg,Vieweg,
1925,viking-press,Viking Press,Viking Press,
1926,villegagnons-plaisance,Villegagnons-Plaisance,Villegagnons-Plaisance,
1927,vintage-books,Vintage Books,Vintage Books,
1928,vip,VIP,VIP,
1929,visor,Visor,Visor,
1930,vittorio-klostermann,Vittorio Klostermann,Vittorio Klostermann,
1931,vivarium,Vivarium,Vivarium,
1932,voltaire-foundation,Voltaire Foundation,Voltaire Foundation,
1933,von-asher-und-comp,von Asher und Comp.,von Asher und Comp.,
1934,von-schmidt,von Schmidt,von Schmidt,
1935,vossiuspers-aup,Vossiuspers AUP,Vossiuspers AUP,
1936,vuibert,Vuibert,Vuibert,
1937,w-and-j-smith,W.~and J.~Smith,W. and J. Smith,
1938,w-creech,W.~Creech,W. Creech,
1939,w-kohlhammer-verlag,W.~Kohlhammer Verlag,W. Kohlhammer Verlag,
1940,w-strahan,W.~Strahan,W. Strahan,
1942,wh-freeman-and-co,W.H.~Freeman {and} Co.,W.H. Freeman and Co.,
1943,wv-spencer,W.V.~Spencer,W.V. Spencer,
