bibkey,note_perso,note_stock,note_missing,change_request,dltc_copyediting_note,todo_general
kabasenche-etal:2012,,,,WP4-GET-PDF (ISBN:9780262017404 / 9780262301770,,
kabasenche-etal:2013,,file,,,DIAL,
kabay:2005,,file,,,,
kabeshkin:2017,,file,,,,
kabir_h:1952,,in file \citep{schilpp:1952},,,,
kablitz_a:2008,,in file \citep{hoeffe:2008},,,,
kablitz_a:2009,,file,,,,
kablitz_a:2016,,file,,,,
kabore:2001,,file,,,,
kac_m-etal:2008,,file,,,,
kac_m:1973,,in file \citep{mehra:1973},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-010-2602-4,,
kac_mb:1979,,in file \citep{perry_ta:1979},,,,
kac_mb:1997,y,,,,,
kac_mb:2011,,file,,,,
kachi:2009,,file,,,,
kachru:2023,,in file \citep{doody_ja-etal:2023},,,,
kaczmarek_j:2012,,file,,,,
kaczmarek_l:1983,,in file \citep{eschbach-trabant:1983},,,,
kaczor-george:2018,,in file \citep{muders:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780190675967.001.0001,,
kaczor:2012,,file,,,,
kadane-bellone:2009,,file,,,,
kadane-etal:1992,,in file \citep{bicchieri-dallachiara:1992},,,,
kadane-etal:1999,LOG,,,,,
kadane-seidenfeld:1992,,in file \citep{bicchieri-dallachiara:1992},,,,
kadelbach_s-etal:2017,,file,,,,
kadelbach_s-etal:2017a,,in file \citep{kadelbach_s-etal:2017},,,,
kadenbach:1994,,in file \citep{craemerruegenberg-speer:1994},,,,
kadenbach:1995,,in file \citep{speer:1995},,,,
kading-kramer:1964,,file,,,,
kading:1954,,file,,,,
kading:1960,,file,,,,
kadioglu_d:2022,,in file \citep{peijnenburg-verhaegh:2022},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-3-031-08593-2,,
kadircelik:2013,,in file \citep{tymieniecka:2013},,,,
kadish_mr:1949,,file,,,,
kadish_s:1987,y,,,,,
kadlac:2012,,,,,DIAL,
kadlac:2015,,file,,,,
kadmon:1990,,,,,DIAL,
kadosh_r-dowker:2015,,file,,,,
kadosh_r:2015,,in file \citep{kadosh_r-dowker:2015},,,,
kadowaki_j:2015,,in file \citep{jackson_sa:2015},,,,
kadowaki_s:2006,,in file \citep{dreyfus_hl-wrathall:2006},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996508,,
kadowaki_t:1965,,file,,,,
kadvany:2016,,file,,,,
kaebnick:2014,,file,,,,
kaehler:1981,,file,,,,
kaehler:1985,,file,,,,
kaehler:1986,,file,,,,
kaehler:1991,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
kaehler:2014,,in file \citep{fabbianelli-luft:2014},,,,
kaelbling:1987,,in file \citep{georgeff-lansky:1987},,,,
kaelin_e-schrag:1989,,file,,,,
kaelin_e:1981,,file,,,,
kaelin_e:1981a,,in file \citep{bello_aa:1981},,,,
kaelin_e:1982,,in file \citep{tymieniecka:1982},,,,
kaelin_e:1983,,in file \citep{tymieniecka:1983a},,,,
kaelin_e:1984,,in file \citep{tymieniecka:1984a},,,,
kaelin_e:1985,,in file \citep{tymieniecka:1985},,,,
kaelin_e:1988,,in file \citep{tymieniecka:1988},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/cbo9780511550270,,
kaelin_e:1990,,in file \citep{rudnick_hh:1990},,,,
kaerkkaeinen:2004,,file,,,,
kaerkkaeinen:2005,,file,,,,
kaerkkaeinen:2009,,file,,,,
kaerkkaeinen_p:1998,,file,,,,
kaerkkaeinen_p:2008,,in file \citep{knuuttila_s-kaerkkaeinen:2008},,,,
kaerkkaeinen_p:2012,,file,,,,
kaerkkaeinen_p:2015,,in file \citep{slotemaker-witt:2015},,,,
kaerkkaeinen_p:2017,,in file \citep{lagerlund-hill:2017},,,,
kaerkkaeinen_vm:2007,,in file \citep{larsen_t-treier:2007},,,,
kaerkkaeinen_vm:2011,,in file \citep{phan_pc:2011},,,,
kaern_m-etal:1989,,file,,,,
kaern_m:1989,,in file \citep{kaern_m-etal:1989},,,,
kaern_m:1989a,,in file \citep{kaern_m-etal:1989},,,,
kaesbauer:1977,,file,,,,
kaeser_e:1974,,file,,,,
kaeser_e:1977,,file,,,,
kaesper:2008,,file,,,,
kaestli_t:2016,,file,,,,
kaestner_l-andersen:2018,,,,WP16-GETDOIs,,
kaestner_l:2015,,in file \citep{maeki-etal:2015},,,,
kaeufer_s:2005,,file,,,,
kaeufer_s:2005b,,in file \citep{dreyfus_hl-wrathall:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996492,,
kaeufer_s:2010,,in file \citep{moyar:2010},,,,
kaeufer_s:2011,,in file \citep{dahlstrom:2011},,,,
kaeufer_s:2012,,file,,,,
kaeufer_s:2013,,in file \citep{wrathall:2013},,,,
kafatos:2011,,in file \citep{tymieniecka-grandpierre:2011},,,,
kagan_j:2003,,in file \citep{davidson_rj-etal:2003},,,,
kagan_j:2008,,in file \citep{sinnottarmstrong:2008b},,,,
kagan_j:2008a,,in file \citep{sinnottarmstrong:2008b},,,,
kagan_o-alexeyenko:2011,,in file \citep{reich_i-etal:2011},,,,
kagan_s:1993,,,,WP4-GET-PDF (ISBN:9780198239161 / 9780191597848,,
kagan_s:1994,,file,,,,
kagan_s:1998,,file,,,,
kagan_s:2003,,in file \citep{olsaretti:2003},,,,
kagan_s:2005,GE,,,WP4-GET-PDF (ISBN:9780199895595 / 9780199980093,,
kagan_s:2009,,in file \citep{newlands-jorgensen:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199542680.001.0001,,
kagan_s:2014,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198722144.001.0001,,
kagan_s:2015,,in file \citep{visak_t-garner:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199396078.001.0001,,
kagan_s:2019,,,,WP4-GET-PDF (ISBN:9780198829676 / 9780191868177,,
kagan_s:2023,,file,,,,
kaganoi:1998,,in file \citep{tymieniecka-matsuba:1998},,,,
kagey:1931,,file,,,,
kagey:1933,y,,,,,
kahambing_jg:2021,,in file \citep{hongladarom-joaquin:2021},,,,
kahan_t-laberge:1994,,file,,,,
kahane_g:2011,,file,,,,
kahane_g:2011a,,,,,DIAL,
kahane_g:2012,,,,,DIAL,
kahane_g:2013,,file,,,,
kahane_g:2014,,file,,,,
kahane_g:2016,,in file \citep{edmonds_d:2016},,,,
kahane_g:2016a,,in file \citep{fletcher_g:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315682266,,
kahane_g:2018,,in file \citep{kraay_k:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315210995,,
kahane_g:2019,,in file \citep{oppy:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781119119302,,
kahl_o:2007,,file,,,,
kahle:2001a,,file,,,,
kahle:2002,,file,,,,
kahle:2003,,file,,,,
kahle:2011,,file,,,,
kahle:2013,,in file \citep{griffin_n-linsky:2013},,,,
kahle:2015,,in file \citep{achourioti-etal:2015},,,,
kahle:2015a,,file,,,,
kahle:2017,,in file \citep{agazzi_ev:2017},,,,
kahlow:1991,,in file \citep{woodward_wr-cohen:1991},,,,
kahm:2013,,file,,,,
kahmen-stepanians:2013,,files,,,,
kahmen:2013,,file,,,,
kahn_ch:1966,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:1966a,,file,,,,
kahn_ch:1969a,,file,,,,
kahn_ch:1972,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:1973a,"in GE, y",,,,,
kahn_ch:1973b,in GE,,,,,
kahn_ch:1976,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:1978,in GE,,,,,
kahn_ch:1981,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:1981a,,file,,,,
kahn_ch:1985,,file,,,,
kahn_ch:1985a,,in file \citep{cleary_jj:1985},,,,
kahn_ch:1985b,,file (bibliography is gotthelf-1985-biblio),,,,
kahn_ch:1986,y,in file \citep{knuuttila_s-hintikka:1986},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-009-4780-1,,
kahn_ch:1988,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:1988a,,in file \citep{annas_j:1988},,,,
kahn_ch:1988b,,file,,,,
kahn_ch:1989,,file,,,,
kahn_ch:1990,,in file \citep{patzig:1990},,,,
kahn_ch:1990a,,in file \citep{patzig:1990},,,,
kahn_ch:1991,,in file \citep{bowen_ac:1991},,,,
kahn_ch:1991a,in GE,,,,,
kahn_ch:1992,,in file \citep{nussbaum_mc-rorty:1992},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/019823600X.001.0001,,
kahn_ch:1996,,file,,,,
kahn_ch:1998,,in file \citep{everson:1998},,,,
kahn_ch:2002,in GE,"in file \citep{kahn_ch:2009}, in file \citep{caston_v-graham:2002}",,,,
kahn_ch:2003,,file,,,,
kahn_ch:2004,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:2005,,in file \citep{salles_r:2005},,,,
kahn_ch:2006,,in file \citep{benson_h:2006},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996256,,
kahn_ch:2007,,in file \citep{erler_m-brisson:2007},,,,
kahn_ch:2009,GE,file,,,,
kahn_ch:2009a,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:2009b,in GE,in file \citep{kahn_ch:2009},,,,
kahn_ch:2009c,,in file \citep{dillon_jm-brisson:2009},,,,
kahn_ch:2010,,in file \citep{mohr_rd-sattler:2010},,,,
kahn_ch:2012,,in file \citep{patterson_r-etal:2012},,,,
kahn_ch:2014,,file,,,,
kahn_d-etal:2002,,file,,,,
kahn_d-hobson:2005,,file,,,,
kahn_j:2001,,file,,,,
kahn_j:2009,,file,,,,
kahn_je-mastroianni:2007,,in file \citep{steinbock_b:2007},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780199562411.001.0001,,
kahn_l:2011,,in file \citep{brooks_t:2011},,,,
kahn_l:2012,,file,,,,
kahn_l:2012a,,in file \citep{kahn_l:2012},,,,
kahn_l:2012b,,in file \citep{kahn_l:2012},,,,
kahn_l:2013,,file,,,,
kahn_l:2013a,,in file \citep{allhoff-etal:2013},,,,
kahn_pw:1999,,in file \citep{hongjukoh-slye:1999},,,,
kahn_pw:2013,,,,WP4-GET-PDF (ISBN:9780231164382 / 9780231536028,,
kahn_s:2014,,file,,,,
kahn_s:2015,,file,,,,
kahn_s:2016,,file,,,,
kahn_s:2018,,in file \citep{waibel_vl-etal:2018a},,,,
kahn_sj:1947,,file,,,,
kahneman-etal:1982,,file,,,DIAL,
kahneman-fredrick:2005,,in file \citep{holyoak-thagard:2005},,,,
kahrel-etal:1997,,in file \citep{garside_n-etal:1997},,,,
kahrel:1996,,file,,,,
kaida:2011,,file,,,,
kaidesoja:2017,,in file \citep{mcintyre_l-rosenberg:2017},,,,
kail_pje:2001a,,file,,,,
kail_pje:2003,,file,,,,
kail_pje:2003a,,file,,,,
kail_pje:2005,,file,,,,
kail_pje:2005a,,in file \citep{shand_j:2005a},,,,
kail_pje:2005b,,in file \citep{frascaspada-keil:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199256525.001.0001,,
kail_pje:2007,,file,,,,
kail_pje:2007a,,file,,,,
kail_pje:2008,,in file \citep{radcliffe_es:2008},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470696583,,
kail_pje:2008a,,file,,,,
kail_pje:2010,,in file \citep{parigi_s:2010},,,,
kail_pje:2011a,,in file \citep{clarke_dm-wilson:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780199556137.001.0001,,
kail_pje:2012,,file,,,,
kail_pje:2013,,in file \citep{charles_se-smith:2013},,,,
kail_pje:2014a,,in file \citep{schmaltz:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199782185.001.0001,,
kail_pje:2014b,,in file \citep{garrett_a:2014},,,,
kail_pje:2015,,file,,,,
kail_pje:2015b,,file,,,,
kail_pje:2016,,in file \citep{russell_p:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780199742844.001.0001,,
kail_pje:2016a,,file,,,,
kail_pje:2016b,,in file \citep{brockliss-robertson:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198783930.001.0001,,
kail_pje:2020,,in file \citep{taylor_ja:2020},,,,
kaila:1933,y,,,,,
kaila:1945,y,,,,,
kaimio_m:2002,,in file \citep{nussbaum_mc-sihvola:2002},,,,
kain_pa:2005,,file,,,,
kain_pa:2006,,,,WP16-GETDOIs,,
kain_pa:2009,,file,,,,
kain_pa:2010,,in file \citep{lipscomb_b-krueger:2010},,,,
kain_pa:2010a,,in file \citep{denis_l:2010},,,,
kain_pa:2011,,file,,,,
kain_pa:2018,,in file \citep{adamson_p-edwards:2018},,,,
kain_pj:1986,,file,,,,
kain_pj:1991,,,,WP4-GET-PDF (ISBN:9780198239321 / 9780191679896,,
kain_pj:2023,,,,WP4-GET-PDF (ISBN:9780197667187 / 9780197667217,,
kaiser_ch:1940,,file,,,,
kaiser_ch:1951,in GE,,,,,
kaiser_d:1994,,in file \citep{faye_j-folse:1994},,,,
kaiser_d:1999,,in file \citep{cao_ty:1999},,,,
kaiser_d:2006,,file,,,,
kaiser_dn:1968,,,,WP17-GET-ENTRIES,,
kaiser_e:1975,,file,,,,
kaiser_el:2011,,in file \citep{reich_i-etal:2011},,,,
kaiser_m:1996,,in file \citep{cohen_rs-etal:1996},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-015-8638-2,,
kaiser_mi-etal:2014,,file,,,,
kaiser_mi-etal:2014a,,file,,,,
kaiser_mi-plenge:2014,,in file \citep{kaiser_mi-etal:2014},,,,
kaiser_mi-seide:2013,,files,,,,
kaiser_mi:2012,,in file \citep{dieks-etal:2012},,,,
kaiser_mi:2017,in GE,in file \citep{schrenk_m:2017},,,,
kaiser_mi:2017a,,in file \citep{burkhardt_h-etal:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.2307/j.ctv2nrzj8n,,
kaiser_mi:2017b,,in file \citep{glennan-illari:2017},,,,
kaiser_n:1972,,file,,,,
kaiser_s-wehrle:2001,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780195130072.001.0001,,
kaiser_w:2001,,in file \citep{buchwald_jz-warwick:2001},,,,
kaiserman:2016,,file,,,DIAL,
kaiserman:2017,,file,,,,
kaiserman:2018,,,,WP16-GETDOIs,,
kaiserman:2019,,file,,,,
kaiserman:2023,,file,,,,
kaitaro:1999a,,file,,,,
kaitaro:2007,,in file \citep{lagerlund:2007c},,,,
kaitaro:2016,,file,,,,
kajamies:1999a,in GE,,,,,
kajamies:2005,y,,,,,
kajamies:2006,,file,,,,
kajamies:2009,,file,,,,
kajamies:2009a,,in file \citep{pietarinen_j-viljanen:2009},,,,
kaji_m:2003,,in file \citep{earley:2003},,,,
kajimoto-etal:2021,,file,,,,
kajtar:2016,,file,,,,
kak_s:2011,,in file \citep{tymieniecka-grandpierre:2011},,,,
kakabadze:1983,,in file \citep{tymieniecka:1983a},,,,
kakas-etal:1998,,in file \citep{gabbay_dm-etal:1998},,,,
kakas-sadri:2002,,file,,,,
kakas-sadri:2002a,,file,,,,
kakkuriknuuttila-knuuttila:1990,,file,,,,
kakkuriknuuttila-tuominen:2012,,in file \citep{inwood_b:2012a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199666164.001.0001,,
kakkuriknuuttila:1997,,in file \citep{sintonen:1997a},,,,
kaklamanou_e:2012,,file,,,,
kakol:2007,,in file \citep{kanzian-legenhausen:2007},,,,
kakuda-etal:2001,y,,,,,
kakuda-kikuchi:2001,y,,,,,
kakuda-kikuchi:2001a,y,,,,,
kakuni:1998,,in file \citep{tymieniecka-matsuba:1998},,,,
kal_v:1988,,file,,,,
kalansuriya:1980,,file,,,,
kalansuriya:1981,,file,,,,
kalb:2006,,in file \citep{goodin_re-tilly:2006},,,,
kalbfleisch-sprott:1976,,in file \citep{harper_w-hooker:1976a},,,,
kaldellis-siniossoglou:2017,,file,,,,
kaldellis-siniossoglou:2017a,,in file \citep{kaldellis-siniossoglou:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781107300859,,
kaldellis:2009,,in file \citep{barber_c-jenkins:2009},,,,
kalderon:1996,,file,,WP17-GET-ENTRIES,,
kalderon:1997,y,,,,,
kalderon:2001,,file,,,,
kalderon:2004,,file,,,,
kalderon:2005,GE,file,,,DIAL,
kalderon:2005a,GE,file,,,,
kalderon:2005b,in GE,in file \citep{kalderon:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780199282180.001.0001,,
kalderon:2007,,file,,,DIAL,
kalderon:2008,y,file,,,,
kalderon:2008a,y,file,,,,
kalderon:2008b,,file,,,,
kalderon:2008c,,file,,,,
kalderon:2011,,file,,,,
kalderon:2011a,,file,,,,
kalderon:2011b,,file,,,,
kalderon:2015,GE,file (draft),,,,
kalderon:2018,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198722304.001.0001,,
kalderon:2018a,,file,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198783916.001.0001,,
kalderon:2019,,in file \citep{limbecklilienau-stadler:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110657920,,
kalderon:2021,,in file \citep{brown_dh-macpherson:2021},,,DIAL,
kaldewaij:2015,,in file \citep{visak_t-garner:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199396078.001.0001,,
kaldis:1988,y,file,,,,
kaldis:2011,,in file \citep{delanty_g-turner:2011},,,,
kaldor:2007,,in file \citep{reed_c-ryall:2007},,,,
kale_g:2009,,in file \citep{tymieniecka:2009b},,,,
kale_g:2010,,in file \citep{truttycoohill:2010},,,,
kalenka-jennings:1999,,in file \citep{korta-etal:1999},,,,
kaleri_e:1994,,file,,,,
kalf_wf:2015,,file,,,,
kalf_wf:2018,,file,,,,
kalfas_v:1990,,in file \citep{nicolacopoulos:1990},,,,
kalhat:2008,,file,,,,
kalhat:2008a,,"file, in file \citep{grazer-76}",,,,
kalhat:2008c,,file,,,,
kalhat:2009,,file,,,,
kalhat:2011,,file,,,,
kalif:1934,,file,,,,
kalikow:1987,,in file \citep{shimony_a-nails:1987},,,,
kalin_i:2001,,in file \citep{hahn_le-etal:2001},,,,
kalin_i:2010,,in file \citep{burrell-etal:2010},,,,
kalin_mg:1972,,file,,,,
kalin_mg:1978,,file,,,,
kalinovsky_am-daigle:2014,,file,,,,
kalinowski-koy:1972,,file,,,,
kalinowski:1953,,in file \citep{kalinowski:1972a},,,,
kalinowski:1959,,file,,,,
kalinowski:1959a,,file,,,,
kalinowski:1963,,in file \citep{kalinowski:1972a},,,,
kalinowski:1964,,in file \citep{kalinowski:1972a},,,,
kalinowski:1965a,,file,,,,
kalinowski:1965b,,in file \citep{kalinowski:1972a},,,,
kalinowski:1965c,,in file \citep{kalinowski:1972a},,,,
kalinowski:1965d,,in file \citep{kalinowski:1972a},,,,
kalinowski:1967a,,in file \citep{kalinowski:1972a},,,,
kalinowski:1968,,in file \citep{kalinowski:1972a},,,,
kalinowski:1968a,,in file \citep{kalinowski:1972a},,,,
kalinowski:1969a,,in file \citep{kalinowski:1972a},,,,
kalinowski:1969d,,in file \citep{kalinowski:1972a},,,,
kalinowski:1970a,,file,,,,
kalinowski:1971,,in file \citep{kalinowski:1972a},,,,
kalinowski:1972a,,file,,,,
kalinowski:1972b,,in file \citep{kalinowski:1972a},,,,
kalinowski:1974a,in GE,,,,,
kalinowski:1974b,,file,,,,
kalinowski:1974c,,file,,,,
kalinowski:1977,,file,,,,
kalinowski:1978,,file,,,,
kalinowski:1978a,,file,,,,
kalinowski:1981b,,file,,,,
kalinowski:1983,in GE,,,,,
kalis:2018,,file,,,,
kalish_c:2005,,file,,,,
kalish_c:2015,,in file \citep{margolis_e-laurence:2015},,,,
kalish_d-montague:1964,LOGO,file,,,,
kalivoda_r:1963,,"file, in file \citep{wilpert-eckert:1963}",,,,
kallay:2018,,in file \citep{brzechczyn:2018},,,,
kallen:1914,,file,,,,
kallen:1930,,file,,,,
kallen:1951,in GE,,,,,
kallenberg:2006,,file,,,,
kallendorf:2003,,in file \citep{curren:2003},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996454,,
kallendorf_h:2010,,file,,,,
kallendorf_h:2010a,,in file \citep{kallendorf_h:2010},,,,
kallestrup-pritchard:2012,,file,,,,
kallestrup-pritchard:2013,,in file \citep{henning_t-schweikard:2013},,,,
kallestrup-pritchard:2013a,in GE,,,,,
kallestrup-pritchard:2014,,file,,,,
kallestrup-pritchard:2016a,,in file \citep{fernandezvargas_ma:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198746942.001.0001,,
kallestrup-pritchard:2017,,in file \citep{carter_ja-etal:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198716310.001.0001,,
kallestrup:2005,,in file \citep{grazer-69},,,,
kallestrup:2006,,file,,,,
kallestrup:2006a,,file,,,,
kallestrup:2006b,,file,,,,
kallestrup:2008,,file,,WP16-GETDOIs,,
kallestrup:2009a,,file,,,,
kallestrup:2009b,,file,,,,
kallestrup:2011,,file,,,,
kallestrup:2011a,,file,,,,
kallestrup:2012,,file,,,,
kallestrup:2012a,,file,,,,
kallestrup:2013,,file,,,,
kallestrup:2015,,file,,,,
kallestrup:2016,in GE,in file \citep{goldberg_sc:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/cbo9781107706965,,
kallhoff_a:2014,,file,,,,
kallhoff_a:2017,,in file \citep{haehnel_m:2017},,,,
kalligas:2002,,in file \citep{ierodiakonou:2002},,,,
kalligas:2012,,in file \citep{patterson_r-etal:2012},,,,
kalligas:2018,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781316676813,,
kallinen_m:2006,,in file \citep{feingold_m-navarrobrotons:2006},,,,
kalman_b:2011,,in file \citep{tymieniecka-grandpierre:2011},,,,
kalmar:1935,,file,,,,
kalmar:1965,in GE,,,,,
kalmar:1967,,in file \citep{lakatos:1967},,,,
kalmbach:1981,,in file \citep{beltrametti-vanfraassen:1981},,,,
kalmus:1978,,in file \citep{fraser_jt-etal:1978},,,,
kalocsai_d:1964,,file,,,,
kalodner:1975,,in file \citep{pennock_jr-chapman:1975},,,,
kalpokas:2012,,file,,,,
kalpokas:2018,,file,,,,
kaltofen:2020,,in file \citep{schippers_b:2020},,,,
kaluszynska:1982,,in file \citep{krajewski_w:1982},,,,
kaluza_j:2000,,in file \citep{tymieniecka-zalewski:2000},,,,
kaluza_ma:2008,,in file \citep{tymieniecka:2008},,,,
kaluza_ma:2009,,in file \citep{tymieniecka:2009b},,,,
kaluza_ma:2011,,in file \citep{tymieniecka:2011},,,,
kaluza_z:1992,,in file \citep{westra_h:1992},,,,
kaluza_z:1998,,file,,,,
kaluzinski_b:2016,,file,,,,
kaluzinski_b:2017,,file,,,,
kaluzinski_b:2018,,file,,,,
kalyvas_s:2009,,in file \citep{hedstroem_p-bearman:2009},,,,
kamal:1990,,file,,,,
kamal:1993,,file,,,,
kamal:1995,,file,,,,
kamal:1998,,file,,,,
kamal:2000,,file,,,,
kamal:2001,,file,,,,
kamareddine-etal:2005,,file,,,,
kamareddine-etal:2012,,in file \citep{gabbay_dm-etal:2012},,,,
kamareddine-etal:2012a,,in file \citep{gabbay_dm-etal:2012a},,,,
kamareddine-etal:2014,,in file \citep{siekmann-gabbay:2014},,,,
kamareddine:1995a,,in file \citep{polos-masuch:1995},,,,
kambartel-schneider:1981,,in file \citep{floistad:1981},,,,
kambartel:1965,,in file \citep{barhillel:1965},,,,
kambartel:1966,in GE,,,,,
kambartel:1971,y,,,,,
kambartel:1972,,in file \citep{riedel_m:1972},,,,
kambartel:1975,in GE,,,,,
kambartel:1978,,file,,,,
kambartel:1979,,in file \citep{baeuerle_r-etal:1979},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110852820,,
kambartel:1981,,in file \citep{parret-bouveresse:1981},,,,
kambartel:1982,,file,,,,
kambartel:1985,,in file \citep{butts_re-brown:1989},,,,
kambartel:1989a,y,,,,,
kambartel:1996,,file,,,,
kambartel:1999,,file,,,,
kambartel:2005,in GE,,,,,
kambhampati:1994,,in file \citep{doyle_j-etal:1994},,,,
kambouchner:1994,,file,,,,
kambouchner:1995c,,in file \citep{kambouchner:1995d},,,,
kambouchner:1995d,,file,,,,
kambouchner:2003,,file,,,,
kambouchner:2008,,in file \citep{boros_g-etal:2008},,,,
kambouchner:2009,,in file \citep{wiseman_b:2009},,,,
kambouchner:2011,,file,,,,
kamefuchi:1975,,in file \citep{fraser_jt-lawrence:1975},,,,
kamei_d:2005,,in file \citep{tymieniecka:2005d},,,,
kamei_t:1981,,in file \citep{trabant:1981},,,,
kamenka-erhsoontay:1976,,in file \citep{cohen_rs-etal:1976a},,,,
kamenka-erhsoontay:1976a,,in file \citep{harries_o:1976},,,,
kamenka:2007,,in file \citep{goodin_re-etal:2007},,,,
kamiat:1933,,file,,,,
kamiat:1938,,file,,,,
kamide_n:2009,,file,,,,
kamide_n:2011,,file,,,,
kamide_n:2012,,file,,,,
kamins:1950,,file,,,,
kaminskatarkowska:2014,,file,,,,
kaminsky_j:1949,,file,,,,
kaminsky_j:1950,,file,,,,
kaminsky_j:1983,,in file \citep{kurtz_pw:1983},,,,
kamitz:1962,y,file,,,,
kamitz:1963,,file,,,,
kamitz:1976,,file,,,,
kamitz:1991,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
kamitz:1995,in GE,,,,,
