bibkey,note_perso,note_stock,note_missing,change_request,dltc_copyediting_note,todo_general
wodak_r-forchtner:2018,,file,,,,
wodak_r:2020,,in file \citep{solomos_j:2020},,,,
wodehouse:1908,,file,,,,
wodehouse:1910,,file,,,,
wodehouse:1910a,,file,,,,
wodehouse:1938,,file,,,,
woehler_hu:1979,,file,,,,
woehler_hu:1991,,in file \citep{mojsisch-pluta:1991},,,,
woehler_hu:1995,,in file \citep{speer:1995},,,,
woehler_hu:1998,,file,,,,
woehrle_g:2006,,in file \citep{rapp_c-wagner:2006},,,,
woeller:2015,,file,,,,
woermann:2018,,in file \citep{heath_e-etal:2018},,,,
wohl:2014,,file,,,,
wohl:2014a,,in file \citep{wohl:2014},,,,
wohl:2014b,,in file \citep{wohl:2014},,,,
wohlfart_g:1980,,file,,,,
wohlfart_g:1984a,,file,,,,
wohlmuth_j:1994,,in file \citep{craemerruegenberg-speer:1994},,,,
wohlrapp:1978,,file,,,,
wohlrapp:1997,,file,,,,
wohlrapp:2009,GE,,,,,
wohlschlaeger-etal:2003,,file,,,,
wohlstetter:1936,y,,,,,
wojcicki-malinowski:2003,y,in file \citep{hendricks_vf-malinowski:2003},,,,
wojcicki:1969,,in file \citep{pelc_j:1979},,,,
wojcicki:1975a,,in file \citep{hintikka_j:1975a},,,,
wojcicki:1976,,in file \citep{przelecki-etal:1976},,,,
wojcicki:1977,,in file \citep{butts_re-hintikka:1977b},,,,
wojcicki:1977a,,in file \citep{przelecki-wojcicki:1977},,,,
wojcicki:1977b,,in file \citep{przelecki-wojcicki:1977},,,,
wojcicki:1979,,file,,,,
wojcicki:1988,,file,,,,
wojcicki:1994,,in file \citep{wolenski:1994},,,,
wojcicki:1994b,,in file \citep{debrock-hulswit:1994},,,,
wojcicki:1996,,in file \citep{bystrov-sadovsky:1996},,,,
wojcicki:1999,,in file \citep{wolenski-koehler:1999},,,,
wojcicki:2003,,in file \citep{hendricks_vf-etal:2003},,,,
wojciechowski_e:1994,,in file \citep{wolenski:1994},,,,
wojciechowski_e:1994a,,file,,,,
wojciechowski_ja:1962,,file,,,,
wojcik_a:2004,,in file \citep{tymieniecka:2004},,,,
wojtowicz:2001,,file,,,,
wojtowicz:2009,,file,,,,
wojtyla:1976,,in file \citep{tymieniecka:1976a},,,,
wojtyla:1977,,in file \citep{tymieniecka:1977},,,,
wojtyla:1978,,in file \citep{tymieniecka:1978},,,,
wojtyla_k:1981,,in file \citep{bello_aa:1981},,,,
wojtysiak:2007,,file,,,,
wojtysiak:2010,,file,,,,
wojtysiak:2014,,file,,,,
wojtysiak:2015,,file,,,,
wojtysiak:2018,,file,,,,
wokler-garsten:2012,,,,WP4-GET-PDF (ISBN:9780691147888 / 9781400842407,,
wokler:1979,in GE,in file \citep{ryan_al:1979},,,,
wokler:1995,,file,,,,
wokler:2000,,file,,,,
wokler:2001a,,in file \citep{riley_p:2001},,,,
wolandt:1966,,file,,,,
wolandt:1978,,file,,,,
wolbring_g-diep:2016,,in file \citep{jotterand_f-dubljevic:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199396818.001.0001,,
wold:1973,,in file \citep{suppes-etal:1973},,,,
wolenski-koehler:1999,,file,,,,
wolenski-lapointe:2009,,in file \citep{lapointe_sa-etal:2009},,,,
wolenski-simons:1989,y,in file \citep{szaniawski:1989},,,,
wolenski:1986,y,,,,,
wolenski:1989,,file,,,,
wolenski:1989a,,in file \citep{szaniawski:1989},,,,
wolenski:1990,,file,,,,
wolenski:1990a,y,,,,,
wolenski:1990b,,in file \citep{mulligan_k:1990},,,,
wolenski:1990c,,in file \citep{wolenski:1990},,,,
wolenski:1990d,,in file \citep{rudnick_hh:1990},,,,
wolenski:1991,in GE,,,,,
wolenski:1991a,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
wolenski:1991b,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
wolenski:1991c,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
wolenski:1991d,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
wolenski:1991f,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
wolenski:1993,y,,,,,
wolenski:1994,,file,,,,
wolenski:1994a,,in file \citep{prawitz-etal:1994},,,,
wolenski:1994b,,in file \citep{wolenski:1994},,,,
wolenski:1994d,,in file \citep{debrock-hulswit:1994},,,,
wolenski:1995,y,in file \citep{hintikka_j:1995},,,,
wolenski:1995e,,in file \citep{depaulischimanovich-etal:1995},,,,
wolenski:1996,,in file \citep{albertazzi-etal:1996},,,,
wolenski:1996b,,file,,,,
wolenski:1997,,file,,,,
wolenski:1997a,,in file \citep{lehrer_k-marek:1997},,,,
wolenski:1997c,,in file \citep{sintonen:1997a},,,,
wolenski:1998,y,,,,,
wolenski:1998a,,file,,,,
wolenski:1998c,,file,,,,
wolenski:1998d,,in file \citep{kijaniaplacek-wolenski:1998},,,,
wolenski:1999,GE,,,,,
wolenski:1999a,in GE,,,,,
wolenski:1999b,,in file \citep{wolenski-koehler:1999},,,,
wolenski:1999d,,in file \citep{peregrin:1999},,,,
wolenski:2001a,y,file,,,,
wolenski:2001c,,in file \citep{wittgensteinsymposium:2001a},,,,
wolenski:2002,y,,,,,
wolenski:2002a,,in file \citep{jacquette:2002b},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996751,,
wolenski:2002b,,file,,,,
wolenski:2003b,,in file \citep{baldwin_t:2003},,,,
wolenski:2003c,,in file \citep{bonk_t:2003},,,,
wolenski:2003d,,in file \citep{rojszczak-etal:2003},,,,
wolenski:2004a,,file,,,,
wolenski:2004b,,file,,,,
wolenski:2004c,,in file \citep{kolak-symons:2004},,,,
wolenski:2004d,,file,,,,
wolenski:2004f,,,page-refs;,,,
wolenski:2006a,,in file \citep{jadacki-pasniczek:2006},,,,
wolenski:2007a,,file,,,,
wolenski:2008,,file,,,,
wolenski:2008a,,in file \citep{rahman_s-etal:2008},,,,
wolenski:2008b,,in file \citep{ehrenfeucht-etal:2008},,,,
wolenski:2009,,in file \citep{lapointe_sa-etal:2009},,,,
wolenski:2009a,,file,,,,
wolenski:2010,,file,,,,
wolenski:2010a,,file,,,,
wolenski:2011a,,"file, in file \citep{reboul_a:2014}",,,,
wolenski:2012,,file,,,,
wolenski:2012a,,file,,,,
wolenski:2012b,in GE,in file \citep{tegtmeier:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110330557,,
wolenski:2013a,,in file \citep{griffin_n-linsky:2013},,,,
wolenski:2014,,in file \citep{galavotti-etal:2014a},,,,
wolenski:2014a,,file,,,,
wolenski:2015,,file,page-refs;,,,
wolenski:2016,,file,,,,
wolenski:2017,,in file \citep{agazzi_ev:2017},,,,
wolenski:2017a,,in file \citep{baram_n-gattei:2017},,,,
wolenski:2017c,,in file \citep{brozek-etal:2017},,,,
wolenski:2017d,,in file \citep{brozek-etal:2017},,,,
wolenski:2020,,file,,,,
wolenski:2021,,in file \citep{dewalque-etal:2021},,,,
wolf_a:1905,,file,,,,
wolf_a:1914,,file,,,,
wolf_a:2015,,file,,,,
wolf_ap:2008,,in file \citep{sinnottarmstrong:2008},,,,
wolf_c:1995,y,,,,,
wolf_c:2000,,in file \citep{davion-wolf:2000},,,,
wolf_c:2001,,in file \citep{jamieson_d:2001},,,,
wolf_c:2005,,in file \citep{wellman_c-frey:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS:10.1002/9780470996621,,
wolf_c:2012,,in file \citep{marmor_a:2012},,,,
wolf_c:2013,,in file \citep{gaus_gf-dagostino:2013},,,,
wolf_e:1967,,file,,,,
wolf_fo:1972,,in file \citep{beck_lw:1972},,,,
wolf_fo:1974,,in file \citep{riedel_m:1974},,,,
wolf_g:1989,,in file \citep{zimmermann_al:1989},,,,
wolf_jac:1983,,file,,,,
wolf_jc-buchmuellercodoni:2015,,file,,,,
wolf_jc:1985,y,,,,,
wolf_jc:1986,y,,,,,
wolf_jc:1990,,file,,,,
wolf_jc:1992,,,page-refs;,,,
wolf_jc:1994,,file,,,,
wolf_jc:1997,,file,,,,
wolf_jc:1997a,,file,,,,
wolf_jc:2002,in GE,,,,,
wolf_jc:2014,,file,,,,
wolf_k:1972,,file,,,,
wolf_la-cohen:2011,,in file \citep{egre-klinedinst:2011},,,,
wolf_mp-lance:2006,,file,,,,
wolf_mp:2002,y,,,,,
wolf_mp:2002a,,file,,,,
wolf_mp:2006,,in file \citep{wolf_mp-lance:2006},,,,
wolf_mp:2006a,,in file \citep{wolf_mp-lance:2006},,,,
wolf_mp:2006b,,file,,,,
wolf_mp:2007,,file,,,,
wolf_rg:1977,,in file \citep{ihde_d-zaner:1977},,,,
wolf_rg:1977a,,in file \citep{dunn_mj-epstein:1977},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-010-1161-7,,
wolf_rs:2005,,file,,,DIAL,
wolf_s-grau:2014,,file,,,DIAL,
wolf_s:1985,,file,,,,
wolf_s:1986a,,file,,,,
wolf_s:1994,,in file \citep{pauerstuder:1994},,,,
wolf_s:1996,,file,,,,
wolf_s:1996a,,in file \citep{wolf_s:1996},,,,
wolf_s:1996b,,in file \citep{wolf_s:1996},,,,
wolf_s:1997,,file,,,,
wolf_s:2001,,file,,,,
wolf_s:2002,,file,,,,
wolf_s:2002a,,in file \citep{buss_s-overton:2002},,,,
wolf_s:2005,,in file \citep{taylor_js:2005},,,,
wolf_s:2009,,in file \citep{newlands-jorgensen:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199542680.001.0001,,
wolf_s:2009a,,file,,,,
wolf_s:2011,,in file \citep{wallace_rj-etal:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199753673.001.0001,,
wolf_s:2012,,in file \citep{heuer_u-lang:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199599325.001.0001,,
wolf_s:2014a,,in file \citep{wolf_s-grau:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780195384512.001.0001,,
wolf_s:2014b,,in file \citep{wolf_s-grau:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780195384512.001.0001,,
wolf_s:2015,,file,,,,
wolf_s:2016,,in file \citep{timmons:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198790587.001.0001,,
wolf_s:2018,,"in file \citep{rosen_g-etal:2015},in file \citep{rosen_g-etal:2018}",,,,
wolf_s:2019,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198830238.001.0001,,
wolf_s:2024,,in file \citep{grau_c-smuts:2024},,,,
wolf_u:1990,,file,,,,
wolf_u:1995,,file,,,,
wolf_u:2000,,file,,,,
wolf_u:2009,,in file \citep{frede_d-reis:2009},,,,
wolfdevine:1993,,file,,,,
wolfdevine:2000,,in file \citep{gaukroger_s-etal:2000},,,,
wolfdevine:2000a,,in file \citep{gaukroger_s-etal:2000},,,,
wolfdevine:2005,,in file \citep{cohen_ai-heathwellman:2005},,,,
wolfdevine:2018,,in file \citep{boonin_d:2018},,,,
wolfe_ch:2008,,in file \citep{thomas_la:2008},,,,
wolfe_ct-gal:2010,,file,,,,
wolfe_ct-gal:2010a,,in file \citep{wolfe_ct-gal:2010},,,,
wolfe_ct:2010,,in file \citep{campbell_jk-etal:2010a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262014731.001.0001,,
wolfe_ct:2010a,,in file \citep{wolfe_ct-gal:2010},,,,
wolfe_ct:2013,,in file \citep{lloyd_hm:2013},,,,
wolfe_ct:2014,,in file \citep{nachtomy-smith:2014},,,,
wolfe_ct:2014a,,in file \citep{gal_o-zheng:2014},,,,
wolfe_ct:2014b,,in file \citep{garrett_a:2014},,,,
wolfe_ct:2014c,,in file \citep{biener-schliesser:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199337095.001.0001,,
wolfe_ct:2016a,,file,,,,
wolfe_ct:2018,,in file \citep{bodenmann_s-rey:2018},,,,
wolfe_jm:1967,y,,,,,
wolfe_jm:1971,,file,,,,
wolfe_jm:1985,,file,,,,
wolff_ch:2005,GE,,,,,
wolff_ch:2006,,file,,,,
wolff_e:2007,,file,,,,
wolff_e:2010,,file,,,,
wolff_e:2010a,,file,,,,
wolff_e:2012,in GE,in file \citep{luft-overgaard:2012},,,,
wolff_f:1988,,file,,,,
wolff_f:2007,GE,,,,,
wolff_j-cohen:2013,,,,WP4-GET-PDF (ISBN:9780691149004 / 9781400848713,,
wolff_j-haubrich:2006,,in file \citep{moran_m-etal:2006},,,,
wolff_j-reeve:2016,,in file \citep{fletcher_g:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315682266,,
wolff_j:1991,,file,,,,
wolff_j:2001,,file,,,,
wolff_j:2003,,in file \citep{olsaretti:2003},,,,
wolff_j:2003a,,in file \citep{matravers_d:2003},,,,
wolff_j:2003b,,in file \citep{lafollette_h:2003},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780199284238.001.0001,,
wolff_j:2006,,in file \citep{ohear:2006},,,,
wolff_j:2012,,file,,,,
wolff_j:2015,,in file \citep{rosen_g-etal:2015},,,,
wolff_j:2015a,,in file \citep{cruft-etal:2015},,,,
wolff_j:2015b,,in file \citep{fourie-etal:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199331109.001.0001,,
wolff_j:2019,,file,,,,
wolff_j:2019a,,in file \citep{lever-poama:2019},,,,
wolff_j:2019b,,in file \citep{lever-poama:2019},,,,
wolff_j:2019c,,,,WP16-GETDOIs,,
wolff_je:2012,,file,,,,
wolff_je:2013,,file,,,,
wolff_je:2014,,file,,,,
wolff_je:2015,,file,,,,
wolff_je:2015a,,file,,,,
wolff_je:2016,,file,,,,
wolff_je:2020,,file,,,,
wolff_je:2020a,,in file \citep{french_s-saatsi:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198814979.001.0001,,
wolff_je:2020b,,in file \citep{glick_d-etal:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198831501.001.0001,,
wolff_kh:1976,,file,,,,
wolff_kh:1983,,in file \citep{tymieniecka-schrag:1983},,,,
wolff_kh:1983a,,in file \citep{tymieniecka:1983a},,,,
wolff_kh:1989,,in file \citep{kaelin_e-schrag:1989},,,,
wolff_kh:1995,,file,,,,
wolff_m:1971,,file,,,,
wolff_m:1984,,in file \citep{tuschling:1984},,,,
wolff_m:2001,,file,,,,
wolff_m:2006,,file,,,,
wolff_m:2007,,in file \citep{stolzenberg_j:2007},,,,
wolff_m:2009a,,file,,,,
wolff_m:2009b,,file,,,,
wolff_m:2010,,file,,,,
wolff_m:2010a,,file,,,,
wolff_m:2010b,,file,,,,
wolff_m:2013,,in file \citep{delaurentiis-edwards:2013},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.5040/9781472548306,,
wolff_m:2016,,in file \citep{emundts-sedgwick:2016},,,,
wolff_m:2017,,in file \citep{oshea_jr:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781139871389,,
wolff_m:2018,,in file \citep{waibel_vl-etal:2018a},,,,
wolff_ma:1972,,in file \citep{luxemburg_waj-robinson:1972},,,,
wolff_p-etal:2010,,in file \citep{malt_bc-wolff:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780195311129.001.0001,,
wolff_p-malt:2010,,in file \citep{malt_bc-wolff:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780195311129.001.0001,,
wolff_ra:2015,,file,,,,
wolff_rd:2017,,in file \citep{brennan_dm-etal:2017},,,,
wolff_rp:1963,,file,,,,
wolff_rp:1967,,file,,,,
wolff_rp:1970,GE,,,,,
wolff_rp:1972,,in file \citep{pennock_jr-chapman:1972},,,,
wolff_rp:1977,,file,,,,
wolff_rp:1987,in GE,,,,,
wolff_rp:1998,,file,,,,
wolffers:1971,GE,,,,,
wolfgazo:1984,in GE,,,,,
wolfgazo:1984a,in GE,,,,,
wolfgazo:1993,,in file \citep{petry_mj:1993},,,,
wolfgazo:2001,,in file \citep{hahn_le-etal:2001},,,,
wolfsdorf:2003,,file,,,,
wolfsdorf:2004a,,in file \citep{sedley:2004a},,,,
wolfsdorf:2005,,file,,,,
wolfsdorf:2006,,file,,,,
wolfsdorf:2006a,,in file \citep{sedley:2006},,,,
wolfsdorf:2008,,in file \citep{inwood_b:2008},,,,
wolfsdorf:2013,,file,,,,
wolfsdorf:2013a,,in file \citep{bussanich-smith:2013},,,,
wolfsdorf:2014,,in file \citep{warren_j-sheffield:2014},,,,
wolfsdorf:2017,,in file \citep{fileva:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199357703.001.0001,,
wolfsdorf:2017a,,in file \citep{bobonich:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781107284258,,
wolfsdorf:2019,,,,WP4-GET-PDF (ISBN:9780190688509 / 9780190688530,,
wolfsdorf:2019a,,in file \citep{smith_nid:2019a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.5040/9781474258302,,
wolfsdorf:2020,,file,,,,
wolfson_b:2012,,file,,,,
wolfson_er:1989,,file,,,,
wolfson_er:2004,,,,WP4-GET-PDF (ISBN:9780823224180 / 9780823235377,,
wolfson_er:2012,,in file \citep{kavka_m-etal:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/chol9780521852432,,
wolfson_er:2023,,file,,,,
wolfson_m:1947,,file,,,,
wolfson_rj:1981,,in file \citep{pitt_jc:1981},,,,
wolgast_e:1983,,in file \citep{stewart_ma:1983},,,,
wolgast_e:1998,,file,,,,
wolgast_e:1999,,file,,,,
wolin_r:1994,,in file \citep{burnheim:1994},,,,
wolin_ss:1983,,file,,,,
wolkenhauer-hofmeyr:2013,,in file \citep{andersen_ha-etal:2013},,,,
wollaeger:2013,,in file \citep{auerbach_j-castronovo:2013},,,,
wollheim:1951,,file,,,,
wollheim:1954,,file,,,,
wollheim:1956,,file,,,,
wollheim:1956a,,in file \citep{ayer-etal:1956},,,,
wollheim:1962,,in file \citep{laslett-runicmann:1962},,,,
wollheim:1967,,file,,,,
wollheim:1968a,,in file \citep{vesey_gna:1968},,,,
wollheim:1974b,in GE,,,,,
wollheim:1975,,in file \citep{peters_rs:1975},,,,
wollheim:1976,,file,,,,
wollheim:1979,,in file \citep{macdonald_gf:1979},,,,
wollheim:1979a,in GE,in file \citep{ryan_al:1979},,,,
wollheim:1979b,,in file \citep{harrison_ro:1979},,,,
wollheim:1980,,in file \citep{rorty_ao:1980},,,,
wollheim:1984,y,,,,,
wollheim:1986,,file,,,,
wollheim:1991,,in file \citep{griffiths_ap:1991},,,,
wollheim:1991b,,in file \citep{gray_jn-smith:1991},,,,
wollheim:1993,,in file \citep{ankersmit-mooij:1993},,,,
wollheim:1998,in GE,,,,,
wollheim:2002,GE,,,,,
wollheim:2003,"in GE, y",in file \citep{hatzimoysis:2003},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/cbo9780511550270,,
wollheim:2003a,,file,,,,
wollheim:2012,,in file \citep{rollins_m:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118253045,,
wollheim:2015,,file,,,,
wollner_g:2014,,in file \citep{kaufman_a:2014},,,,
wolniewicz:1990a,,in file \citep{zarneckabialy:1990},,,,
wolniewicz:1990b,,in file \citep{wolenski:1990},,,,
wolniewicz:1991,,in file \citep{geach_pt:1991},,,,
wolniewicz:1991b,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
wolniewicz:1994,,in file \citep{wolenski:1994},,,,
wolper:1985,,file,,,,
wolpert-benford:2013,,file,,,,
wolstein:1947,,file,,,,
wolter_ab:1963a,,in file \citep{mcmullin_e:1963},,,,
wolter_f-etal:2002,,file,,,,
wolter_f-zakharyaschev:1999,,in file \citep{cantini-etal:1999},,,,
wolter_f-zakharyaschev:2007,,in file \citep{blackburn_p-etal:2007},,,,
wolter_f:2000,y,,,,,
wolter_l:2009,,,,WP16-GETDOIs,,
wolter_l:2010,,file,,WP16-GETDOIs,,
wolters_g:1980,,file,,,,
wolters_g:1985,,in file \citep{pitt_jc:1985},,,,
wolters_g:1989,,in file \citep{fenstad-etal:1989},,,,
wolters_g:1992,in GE,,,,,
wolters_g:2014,,in file \citep{galavotti-etal:2014a},,,,
wolterstorff:1960,in GE,,,,,
wolterstorff:1970,HO,,,,,
wolterstorff:1970b,in GE,,,,,
wolterstorff:1979,in GE (unter SOSA),,,,,
wolterstorff:1983,,in file \citep{plantinga_a-wolterstorff:1983},,,,
wolterstorff:1983a,,in file \citep{plantinga_a-wolterstorff:1983},,,,
wolterstorff:1984,y,,,,,
wolterstorff:1988,,file,,,,
wolterstorff:1988a,in GE,in file \citep{morris_tv:1988},,,,
wolterstorff:1989,,file,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110866858,,
wolterstorff:1992,,in file \citep{clark_kj:1992},,,,
wolterstorff:1992a,,in file \citep{geivett-sweetman:1992},,,,
wolterstorff:1993,y,file,,,,
wolterstorff:1999,,in file \citep{greco_j-sosa:1999},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781405164863,,
wolterstorff:2000,,file,,,,
wolterstorff:2001,,file,,,,
wolterstorff:2002,,in file \citep{howardsnyder_d-moser:2002},,,,
wolterstorff:2003a,,file,,,,
wolterstorff:2004,,in file \citep{kivy:2004},,,,
wolterstorff:2004a,,"in file \citep{helmer_c-landmesser:2004},in file \citep{rea_mc:2009b}",,,,
wolterstorff:2005,,in file \citep{sosa_e-steup:2005},,,,
wolterstorff:2005a,,in file \citep{sosa_e-steup:2005},,,,
wolterstorff:2005b,,in file \citep{wainwright_wj:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/0195138090.001.0001,,
wolterstorff:2005c,,in file \citep{dole_a-chignell:2005},,,,
wolterstorff:2006,,in file \citep{crisp_tm-etal:2006},,,,
wolterstorff:2006a,,in file \citep{cuneo_t-vanwoudenberg:2006},,,,
wolterstorff:2008,,file,,,,
wolterstorff:2009,,in file \citep{davies_s-etal:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444310436,,
wolterstorff:2009a,,in file \citep{crisp_od-rea:2009},,,,
wolterstorff:2009b,,in file \citep{roeser:2009},,,,
wolterstorff:2010,,in file \citep{taliaferro-etal:2010},,,,
wolterstorff:2012,,,,WP4-GET-PDF (ISBN:9780199558957 / 9780191744808,,
wolterstorff:2012a,,in file \citep{wetzel_j:2012},,,,
wolterstorff:2012b,,in file \citep{clark_kj-rea:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199766864.001.0001,,
wolterstorff:2014,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199577552.001.0001,,
wolterstorff:2014a,,in file \citep{callahan_lf-oconnor:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199672158.001.0001,,
wolterstorff:2014b,,in file \citep{wandel_lp:2014},,,,
wolterstorff:2015,GE,,,WP4-GET-PDF (ISBN:9780198747758 / 9780191810671,,
wolterstorff:2015b,,in file \citep{wall_s:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/cbo9781139942478,,
wolterstorff:2016,,file,,,,
wolterstorff:2016a,,file,,,,
wolterstorff:2016b,,in file \citep{clark_kj:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118657775,,
wolterstorff:2016c,,in file \citep{bergmann_m-brower:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198732648.001.0001,,
wolterstorff:2017,,in file \citep{zimmermann_j:2017},,,,
wolterstorff:2018,,,,WP4-GET-PDF (ISBN:9780198805380 / 9780191843457,,
wolvekamp:1966,,file,,,,
wolz:1950,y,,,,,
wolz:1967,,file,,,,
wolzgottwald:1995,,,page-refs;,,,
won_c:2014,,file,,,,
won_y:2021,,file,,WP16-GET-DOIs,,
wonderly:2016,,file,,,,
wonderly:2019,,in file \citep{martin_am:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315645209,,
wonderly:2021,,in file \citep{chang_r-sylvan:2021},,,,
wonderly:2021a,,file,,,,
wong_db:1984,,,,,DIAL,
wong_db:1989,in GE,,,,,
wong_db:1991,,in file \citep{singer_p:1991},,,,
wong_db:1995a,,file,,,,
wong_db:2006,,file,,,,
wong_db:2006a,,file,,,,
wong_db:2009,,file,,,,
wong_db:2011,in GE,in file \citep{hales_sd:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444392494,,
wong_db:2013a,,file,,,,
wong_db:2017,in GE,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781316105672,,
wong_db:2017a,,in file \citep{debes:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199385997.001.0001,,
wong_db:2019a,,in file \citep{zimmerman_az-etal:2019},,,,
wong_db:2020,,in file \citep{kusch_m:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781351052306,,
wong_hy:2007,in GE,in file \citep{vaninwagen-zimmerman:2007},,,,
wong_hy:2010,,in file \citep{corradini-oconnor:2010},,,,
wong_hy:2010a,,in file \citep{oconnor_t-sandis:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444323528,,
wong_hy:2015,,file,,,,
