id,series_key,name_latex,name_unicode
296,regards_sur_la_science,Regards sur la science,Regards sur la science
297,le_miroir_des_humanistes,Le miroir des humanistes,Le miroir des humanistes
298,sustainable_development_goals_series,Sustainable Development Goals Series,Sustainable Development Goals Series
299,wilhelm_dilthey_gesammelte_schriften,Wilhelm Dilthey.~Gesammelte Schriften,Wilhelm Dilthey. Gesammelte Schriften
300,fundamentals_of_philosophy,Fundamentals of Philosophy,Fundamentals of Philosophy
301,gesammelte_werke,Gesammelte Werke,Gesammelte Werke
302,schriften_der_heidegger_gesellschaft,Schriften der Heidegger-Gesellschaft,Schriften der Heidegger-Gesellschaft
303,l_arbre_de_jud_e_e,L'arbre de Jud{\'e}e,L'arbre de Judée
304,quellen_und_studien_zur_geschichte_der_philosophie,Quellen und Studien zur Geschichte der Philosophie,Quellen und Studien zur Geschichte der Philosophie
305,biblioth_e_que_d_e_tudes_classiques,Biblioth{\`e}que d'{\'e}tudes classiques,Bibliothèque d'études classiques
306,arca_classical_and_medieval_texts_papers_and_monographs,"Arca.~Classical and Medieval Texts, Papers and Monographs","Arca. Classical and Medieval Texts, Papers and Monographs"
307,oxford_studies_in_ancient_philosophy,Oxford Studies in Ancient Philosophy,Oxford Studies in Ancient Philosophy
308,le_temps_philosophique,Le temps philosophique,Le temps philosophique
309,biblioth_e_que_philosophique_de_l_e_ducation,Biblioth{\'e}que philosophique de l'{\'e}ducation,Bibliothéque philosophique de l'éducation
310,histoire_et_soci_e_t_e,Histoire et soci{\'e}t{\'e},Histoire et société
311,studies_in_logic_and_computation,Studies in Logic and Computation,Studies in Logic and Computation
312,filosofiske_problemer,Filosofiske Problemer,Filosofiske Problemer
313,rome_library_of_the_polish_academy_of_sciences,Rome Library of the Polish Academy of Sciences,Rome Library of the Polish Academy of Sciences
314,cambridge_studies_in_medieval_life_and_thought_third_series,"Cambridge Studies in Medieval Life and Thought, Third Series","Cambridge Studies in Medieval Life and Thought, Third Series"
315,cambridge_studies_in_the_dialogues_of_plato,Cambridge Studies in the Dialogues of Plato,Cambridge Studies in the Dialogues of Plato
316,epistemata,Epistemata,Epistemata
317,biblioth_e_que_albin_michel,Biblioth{\`e}que Albin Michel,Bibliothèque Albin Michel
318,schriften_zur_rechtstheorie,Schriften zur Rechtstheorie,Schriften zur Rechtstheorie
319,thoemmes_reprints,Thoemmes Reprints,Thoemmes Reprints
320,philosophie_und_wissenschaft,Philosophie und Wissenschaft,Philosophie und Wissenschaft
321,schriftenreihe_der_juristischen_schulung,Schriftenreihe der Juristischen Schulung,Schriftenreihe der Juristischen Schulung
322,north_holland_mathematics_studies,North-Holland Mathematics Studies,North-Holland Mathematics Studies
323,advances_in_business_ethics_research,Advances in Business Ethics Research,Advances in Business Ethics Research
324,blackwell_companions_to_philosophy,Blackwell Companions to Philosophy,Blackwell Companions to Philosophy
325,autres_regards,Autres regards,Autres regards
326,th_e_ses_de_sciences_humaines,Th{\`e}ses de sciences humaines,Thèses de sciences humaines
327,linguistics_and_philosophy,Linguistics and Philosophy,Linguistics and Philosophy
328,travaux_de_sciences_sociales,Travaux de sciences sociales,Travaux de sciences sociales
329,clsi_lecture_notes,CLSI Lecture Notes,CLSI Lecture Notes
330,cogitatio_fidei,Cogitatio fidei,Cogitatio fidei
331,biblioth_e_que_de_litt_e_rature_g_e_n_e_rale_et_compar_e_e,Biblioth{\'e}que de litt{\'e}rature g{\'e}n{\'e}rale et compar{\'e}e,Bibliothéque de littérature générale et comparée
332,logical_analysis_and_history_of_philosophy,Logical Analysis and History of Philosophy,Logical Analysis and History of Philosophy
333,philosophy_of_mind_series,Philosophy of Mind Series,Philosophy of Mind Series
334,oxford_cognitive_science_series,Oxford Cognitive Science Series,Oxford Cognitive Science Series
335,actuel_marx_confrontation,Actuel Marx Confrontation,Actuel Marx Confrontation
336,publications_des_facult_e_s_universitaires_saint_louis,Publications des facult{\'e}s universitaires Saint-Louis,Publications des facultés universitaires Saint-Louis
337,clarendon_aristotle_series_ed_lindsay_judson,"Clarendon Aristotle Series, ed.~Lindsay Judson","Clarendon Aristotle Series, ed. Lindsay Judson"
338,foundations_of_philosophy_series,Foundations of Philosophy Series,Foundations of Philosophy Series
339,biblioth_e_que_philosophique_de_louvain,Biblioth{\`e}que philosophique de Louvain,Bibliothèque philosophique de Louvain
340,die_philosophischen_hauptwerke,Die Philosophischen Hauptwerke,Die Philosophischen Hauptwerke
341,great_medieval_thinkers,Great Medieval Thinkers,Great Medieval Thinkers
342,recherches_et_rencontres,Recherches et Rencontres,Recherches et Rencontres
343,history_philosophy_and_theory_of_the_life_sciences,"History, Philosophy and Theory of the Life Sciences","History, Philosophy and Theory of the Life Sciences"
344,aristarium_supplementa,Aristarium: Supplementa,Aristarium: Supplementa
345,philosophy_now,Philosophy Now,Philosophy Now
346,jude_potvin,Jude Potvin,Jude Potvin
347,un_philosophe_en_question,Un philosophe en question,Un philosophe en question
348,philosophie_und_geschichte_der_wissenschaften,Philosophie und Geschichte der Wissenschaften,Philosophie und Geschichte der Wissenschaften
349,psychanalyse_et_civilisations_trouvailles_et_retrouvailles,Psychanalyse et civilisations ; Trouvailles et retrouvailles,Psychanalyse et civilisations ; Trouvailles et retrouvailles
350,de_facto,De facto,De facto
351,immagini_della_ragione,Immagini della Ragione,Immagini della Ragione
352,ancient_and_medieval_philosophy_de_wulf_mansion_centre,Ancient and Medieval Philosophy.~De Wulf-Mansion Centre,Ancient and Medieval Philosophy. De Wulf-Mansion Centre
353,historical_analytical_studies_on_nature_mind_and_action,"Historical-Analytical Studies on Nature, Mind and Action","Historical-Analytical Studies on Nature, Mind and Action"
354,radical_theologies_and_philosophies,Radical Theologies and Philosophies,Radical Theologies and Philosophies
355,aristotelian_commentary_series,Aristotelian Commentary Series,Aristotelian Commentary Series
356,aristarium,Aristarium,Aristarium
357,new_directions_in_philosophy_and_cognitive_science,New Directions in Philosophy and Cognitive Science,New Directions in Philosophy and Cognitive Science
358,writings_from_the_greco_roman_world_supplement_series,Writings from the Greco-Roman World Supplement Series,Writings from the Greco-Roman World Supplement Series
359,travaux_d_humanisme_et_renaissance,Travaux d'humanisme et Renaissance,Travaux d'humanisme et Renaissance
360,analyse_et_philosophie,Analyse et philosophie,Analyse et philosophie
361,penser_la_m_e_diterran_e_e_des_deux_rives,Penser la M{\'e}diterran{\'e}e des deux rives,Penser la Méditerranée des deux rives
362,logic_argumentation_reasoning,"Logic, Argumentation \& Reasoning","Logic, Argumentation & Reasoning"
363,studi_galileiani,Studi Galileiani,Studi Galileiani
364,studies_in_ethics,Studies in Ethics,Studies in Ethics
365,linguistics_the_essential_readings,Linguistics: the Essential Readings,Linguistics: the Essential Readings
366,suny_series_in_philosophy_and_biology,SUNY series in Philosophy and Biology,SUNY series in Philosophy and Biology
367,forum_fundamentaltheologie,Forum Fundamentaltheologie,Forum Fundamentaltheologie
368,die_wissenschaft,Die Wissenschaft,Die Wissenschaft
369,le_temps_des_sciences,Le Temps des sciences,Le Temps des sciences
370,la_philosophie_en_commun,La philosophie en commun,La philosophie en commun
371,philo_textes,Philo-textes,Philo-textes
372,routledge_studies_in_ethics_and_moral_theory,Routledge Studies in Ethics and Moral Theory,Routledge Studies in Ethics and Moral Theory
373,johann_gottlieb_fichte_gesamtausgabe_der_bayerischen_akademie_der_wissenschaften,Johann Gottlieb Fichte Gesamtausgabe der Bayerischen Akademie der Wissenschaften,Johann Gottlieb Fichte Gesamtausgabe der Bayerischen Akademie der Wissenschaften
374,cambridge_tracts_in_theoretical_computer_science,Cambridge Tracts in Theoretical Computer Science,Cambridge Tracts in Theoretical Computer Science
375,les_intelligences_citoyennes,Les intelligences citoyennes,Les intelligences citoyennes
376,les_grands_classiques_de_l_e_rotologie_moderne,Les grands classiques de l'{\'e}rotologie moderne,Les grands classiques de l'érotologie moderne
377,cahiers_montesquieu,Cahiers Montesquieu,Cahiers Montesquieu
378,archives_de_psychologie,Archives de psychologie,Archives de psychologie
379,e_thique_et_philosophie_morale,{\'E}thique et philosophie morale,Éthique et philosophie morale
380,linguistische_forschungen,Linguistische Forschungen,Linguistische Forschungen
381,european_studies_in_philosophy_of_science,European Studies in Philosophy of Science,European Studies in Philosophy of Science
382,springer_graduate_texts_in_philosophy,Springer Graduate Texts in Philosophy,Springer Graduate Texts in Philosophy
383,m_u_nchener_philosophische_studien,"M{\""u}nchener Philosophische Studien",Münchener Philosophische Studien
384,europaea_memoria_studien_und_texte_zur_geschichte_der_europa_i_schen_ideen,"Europaea memoria, Studien und Texte zur Geschichte der europa{\""{\i}}schen Ideen","Europaea memoria, Studien und Texte zur Geschichte der europaïschen Ideen"
385,savoir_cultures,"Savoir, cultures","Savoir, cultures"
386,new_studies_in_christian_ethics,New Studies in Christian Ethics,New Studies in Christian Ethics
387,routledge_handbooks_in_religion,Routledge Handbooks in Religion,Routledge Handbooks in Religion
388,royal_institute_of_philosophy_supplements,Royal Institute of Philosophy Supplements,Royal Institute of Philosophy Supplements
389,the_evolution_of_modern_philosophy,The Evolution of Modern Philosophy,The Evolution of Modern Philosophy
390,sitzungsberichte_der_jenaischen_gesellschaft_f_u_r_medizin_und_naturwissenschaft_f_u_das_jahr_1883,"Sitzungsberichte der Jenaischen Gesellschaft f{\""u}r Medizin und Naturwissenschaft f{\""u} das Jahr 1883",Sitzungsberichte der Jenaischen Gesellschaft für Medizin und Naturwissenschaft fü das Jahr 1883
391,prophil_projekte_zur_philosophie,ProPhil -- Projekte zur Philosophie,ProPhil – Projekte zur Philosophie
392,pratiques_th_e_oriques,Pratiques th{\'e}oriques,Pratiques théoriques
393,harvard_dissertations_in_philosophy,Harvard Dissertations in Philosophy,Harvard Dissertations in Philosophy
394,l_avenir_de_la_science,L'avenir de la Science,L'avenir de la Science
395,la_biblioth_e_que_napol_e_on_etudes,La biblioth{\'e}que Napol{\'e}on ; Etudes,La bibliothéque Napoléon ; Etudes
396,rivages_poche,Rivages-Poche,Rivages-Poche
397,bilbioth_e_que_m_e_di_e_vale,Bilbioth{\`e}que m{\'e}di{\'e}vale,Bilbiothèque médiévale
398,lire_les_philosophes,Lire les Philosophes,Lire les Philosophes
399,pour_l_age_de_la_science,Pour l'Age de la Science,Pour l'Age de la Science
400,biosemiotics,Biosemiotics,Biosemiotics
401,colecci_o_n_memorias,Colecci{\'o}n Memorias,Colección Memorias
402,die_geistesgeschichte_und_ihre_methoden,Die Geistesgeschichte und ihre Methoden,Die Geistesgeschichte und ihre Methoden
403,frommanns_studientexte,frommanns studientexte,frommanns studientexte
404,university_of_pittsburgh_series_in_the_philosophy_of_science,University of Pittsburgh Series in the Philosophy of Science,University of Pittsburgh Series in the Philosophy of Science
405,studia_philosophica_et_historica,Studia philosophica et historica,Studia philosophica et historica
406,philosophia_resources_library,Philosophia Resources Library,Philosophia Resources Library
407,routledge_studies_in_contemporary_philosophy,Routledge Studies in Contemporary Philosophy,Routledge Studies in Contemporary Philosophy
408,studies_in_platonism_neoplatonism_and_the_platonic_tradition,"Studies in Platonism, Neoplatonism, and the Platonic Tradition","Studies in Platonism, Neoplatonism, and the Platonic Tradition"
409,la_biblioth_e_que_dalloz,La biblioth{\'e}que Dalloz,La bibliothéque Dalloz
410,actualit_e_s_scientifiques_et_industrielles,Actualit{\'e}s scientifiques et industrielles,Actualités scientifiques et industrielles
411,royal_institute_of_philosophy_lectures,Royal Institute of Philosophy Lectures,Royal Institute of Philosophy Lectures
412,blackwell_guides_to_great_works,Blackwell Guides to Great Works,Blackwell Guides to Great Works
413,the_westview_histories_of_philosophy_series,The Westview Histories of Philosophy Series,The Westview Histories of Philosophy Series
414,theory_and_decision_library_a,Theory and Decision Library A,Theory and Decision Library A
415,die_sinngesetze_des_emotionalen_lebens,Die Sinngesetze des emotionalen Lebens,Die Sinngesetze des emotionalen Lebens
416,texts_in_philosophy,Texts in Philosophy,Texts in Philosophy
417,revisioning_philosophy,revisioning philosophy,revisioning philosophy
418,analyse_et_raison,Analyse et Raison,Analyse et Raison
419,publications_of_the_group_in_logic_and_methodology_of_real_finland,Publications of the Group in Logic and Methodology of Real Finland,Publications of the Group in Logic and Methodology of Real Finland
420,journal_of_the_history_of_philosophy_monograph_series,Journal of the History of Philosophy Monograph Series,Journal of the History of Philosophy Monograph Series
421,contemporary_continental_philosophy_of_religion,Contemporary Continental Philosophy of Religion,Contemporary Continental Philosophy of Religion
422,springerbriefs_in_philosophy,SpringerBriefs in Philosophy,SpringerBriefs in Philosophy
423,cornell_studies_in_the_philosophy_of_religion,Cornell Studies in the Philosophy of Religion,Cornell Studies in the Philosophy of Religion
424,public_health_ethics_analysis,Public Health Ethics Analysis,Public Health Ethics Analysis
425,history_of_analytic_philosophy,History of Analytic Philosophy,History of Analytic Philosophy
426,biblioth_e_que_des_textes_philosophiques_textes_cart_e_siens,Biblioth{\`e}que des textes philosophiques -- Textes Cart{\'e}siens,Bibliothèque des textes philosophiques – Textes Cartésiens
427,philosophy_politics_society,"Philosophy, Politics & Society","Philosophy, Politics Society"
428,au_carrefour_du_social,Au carrefour du social,Au carrefour du social
429,recherches,Recherches,Recherches
430,petite_biblioth_e_que_de_la_paix,Petite biblioth{\'e}que de la paix,Petite bibliothéque de la paix
431,abhandlungen_der_heidelberger_akademie_der_wissenschaften_philosophisch_historische_klasse,"Abhandlungen der Heidelberger Akademie der Wissenschaften, Philosophisch-Historische Klasse","Abhandlungen der Heidelberger Akademie der Wissenschaften, Philosophisch-Historische Klasse"
432,archa_verbi_subsidia,Archa Verbi Subsidia,Archa Verbi Subsidia
